supplier_code,supplier_name,country,category,on_time_delivery_rate,defect_rate,cancellation_rate,avg_lead_time_days,order_volume_last_year,is_high_risk
SUP-00356,Strickland-Palmer,China,fabric,0.9784,0.0402,1.0,15.3,124.0,0
SUP-00673,Nunez-Stephens,Vietnam,buttons,0.873,0.0143,0.0246,19.4,87.0,0
SUP-00385,"Farmer, Dorsey and Bell",Vietnam,zippers,0.8268,0.0114,0.0373,23.8,161.0,0
SUP-00962,Haynes-Moss,Vietnam,fabric,0.9,0.0119,0.0356,15.7,62.0,0
SUP-00475,Blake Group,Indonesia,thread,0.872,0.0036,0.0248,19.8,129.0,0
SUP-00619,Smith PLC,India,dye_chemicals,0.8831,0.0156,0.0197,15.3,101.0,0
SUP-00181,Wells Inc,Bangladesh,thread,0.7271,0.0698,0.048,23.3,49.0,1
SUP-00327,Richards-Carson,Vietnam,zippers,0.9208,0.0179,0.0223,18.9,130.0,0
SUP-00108,Dickson-Brady,China,dye_chemicals,0.855,0.0407,0.0176,16.8,71.0,0
SUP-00583,Martin-Ewing,Bangladesh,packaging,0.905,0.0561,0.0393,30.5,144.0,0
SUP-00208,Davis and Sons,Bangladesh,fabric,0.8221,0.035,0.0229,14.3,26.0,1
SUP-00215,"Washington, Hardy and Bray",China,zippers,0.8723,0.0378,0.0173,7.5,87.0,0
SUP-00271,"Thomas, Lee and Greene",China,buttons,0.943,0.0274,0.0034,15.2,147.0,1
SUP-00550,Miller Ltd,Indonesia,thread,0.9561,0.03665,0.031,17.0,150.0,0
SUP-00912,Matthews Inc,Sri Lanka,trims,0.9222,0.0018,0.0189,8.5,165.0,0
SUP-00929,Nelson-Brown,Sri Lanka,fabric,0.887,0.0402,0.0804,30.4,94.0,1
SUP-00047,Anderson Group,China,buttons,0.9592,0.0486,0.0258,20.1,110.0,0
SUP-00533,Johnson-Spencer,Bangladesh,trims,0.687,0.1065,0.0683,31.3,106.0,1
SUP-00141,Hernandez Inc,Sri Lanka,fabric,0.8648,0.0447,0.0465,19.9,61.0,1
SUP-00422,"Cole, Glass and Cunningham",Pakistan,dye_chemicals,0.8179,0.0298,0.0052,11.4,140.0,1
SUP-00511,Mendez-Graham,Bangladesh,packaging,0.8791,0.03345,0.0545,26.6,122.0,1
SUP-00210,"Wood, Tran and Cooper",Vietnam,packaging,0.8975,0.0538,0.0239,12.6,16.0,0
SUP-00651,Gill Ltd,Sri Lanka,dye_chemicals,0.9374,0.0361,0.0378,17.0,162.0,0
SUP-00408,Roberts-Sullivan,Indonesia,buttons,0.9368,0.0288,0.0282,15.1,35.0,0
SUP-00779,Alexander-Jordan,Vietnam,buttons,0.813,0.0082,0.0247,14.8,110.0,0
SUP-00840,Miller Inc,Sri Lanka,thread,0.8815,0.0551,0.0228,17.1,123.0,0
SUP-00949,Hernandez Group,Bangladesh,thread,0.8171,0.0503,0.0723,23.7,110.0,1
SUP-00553,May-Turner,Vietnam,packaging,0.6615,0.0523,0.0448,22.8,113.0,1
SUP-00069,Russell Group,Indonesia,thread,0.8646,0.0265,0.0312929200307689,7.3,142.0,1
SUP-00829,Allen Inc,Pakistan,fabric,0.8975,0.0431,0.0379,15.95,109.0,1
SUP-00417,"Mullen, Brewer and Hernandez",Pakistan,dye_chemicals,0.9257,0.0091,0.0151,15.2,105.0,0
SUP-00861,"Morris, Wright and Bridges",Bangladesh,thread,0.877,0.026,0.0312929200307689,17.0,106.0,1
SUP-00837,Lee Group,Sri Lanka,dye_chemicals,0.902,0.0492,0.0398,15.0,155.0,1
SUP-00017,James Group,Bangladesh,packaging,0.9562,0.0315,0.0249,10.7,41.0,0
SUP-00562,Wright-Davis,Vietnam,zippers,0.8417,0.0423,0.03715,16.7,99.0,1
SUP-00971,Hernandez-Dawson,Vietnam,zippers,0.9295,0.0394,0.0305,15.3,70.0,0
SUP-00776,"Weber, Wheeler and Gonzalez",Indonesia,fabric,0.8777,0.0402,0.005,9.2,68.0,0
SUP-00406,Atkins PLC,India,thread,0.9122,0.03665,0.039,17.5,121.0,0
SUP-00250,Ruiz Ltd,China,dye_chemicals,0.9298,0.0304,0.0,16.7,66.0,0
SUP-00315,"Becker, Taylor and Davis",Vietnam,fabric,0.7767,0.072,0.0618,28.2,90.0,1
SUP-00504,"Jimenez, Glass and Stone",Bangladesh,dye_chemicals,0.778,0.0764,0.064,22.4,164.0,1
SUP-00103,"Mckee, Gardner and Davenport",Sri Lanka,dye_chemicals,0.9405,0.0097,0.0304,13.5,104.0,0
SUP-00811,"Chavez, Jones and Williams",Sri Lanka,trims,0.8045,0.05,0.033299999999999996,22.3,78.0,0
SUP-00371,Mcdaniel Group,India,trims,0.8127,0.0151,0.0314,20.4,169.0,0
SUP-00148,"Holmes, Williams and Wright",Indonesia,thread,0.9,0.0482,1.0,18.0,129.0,1
SUP-00028,"Hoffman, Baker and Richards",Pakistan,zippers,0.9067,0.04,0.03715,5.9,103.0,1
SUP-00073,Henderson-Bernard,India,trims,0.8464,0.0012,0.0279,12.7,183.0,0
SUP-00142,Riggs PLC,Indonesia,trims,0.9354,0.035,0.0431,15.2,102.0,0
SUP-00310,Smith-Grimes,Sri Lanka,fabric,0.9309999999999999,0.0406,0.0356,16.0,144.0,1
SUP-00636,Thompson Ltd,Vietnam,packaging,0.9954,0.0246,0.0191,15.1,116.0,0
SUP-00822,Diaz and Sons,China,packaging,0.8590000000000001,0.0291,0.043,12.2,102.0,0
SUP-00384,"Gallegos, Adams and White",Vietnam,packaging,0.9351,0.03345,0.0156,16.0,70.0,0
SUP-00705,Sanders and Sons,Pakistan,packaging,0.8972,0.0281,0.0058,8.2,162.0,0
SUP-00414,Cook and Sons,Bangladesh,thread,0.9298,0.03665,0.0528,17.0,130.0,0
SUP-00159,Mccarthy Inc,Bangladesh,dye_chemicals,0.9086,0.0165,0.0405,18.7,134.0,0
SUP-00521,Johnson and Sons,China,packaging,0.8145,0.03345,0.0184,17.8,75.0,1
SUP-00952,Blake Group,Bangladesh,zippers,0.887,0.0305,0.0074,10.7,114.0,0
SUP-00403,"Hall, Hansen and Barnett",China,zippers,0.8218,0.0818,0.048,16.7,144.0,1
SUP-00482,Carlson-Smith,China,dye_chemicals,0.9754,0.0456,0.0369,11.7,113.0,0
SUP-00525,Gonzalez-Taylor,Bangladesh,thread,0.855,0.0292,0.0226,16.0,153.0,0
SUP-00369,Perry-Davis,Bangladesh,thread,0.8329,0.0215,0.0271,17.2,146.0,0
SUP-00597,Salas-Fitzgerald,Sri Lanka,buttons,0.8618,0.0443,0.0324,19.1,134.0,1
SUP-00667,"Stuart, Brooks and Vance",India,packaging,0.8791,0.0464,0.0,19.0,63.0,0
SUP-00740,Miller Group,Indonesia,fabric,0.935,0.0346233858767683,0.03431293596492,21.7,29.0,0
SUP-00545,"Jacobson, Singleton and King",India,zippers,0.7959999999999999,0.061,0.0583,31.1,139.0,1
SUP-00994,"Wright, Mcknight and Stephens",China,fabric,0.9857,0.0451,0.0057,3.6,108.0,0
SUP-00190,"Burke, Martinez and Riggs",Indonesia,dye_chemicals,0.9790000000000001,0.0264,0.0085,7.9,28.0,0
SUP-00524,"Griffin, Davies and Mitchell",India,trims,0.9808,0.0095,0.0127,19.7,147.0,0
SUP-00574,Williams-Williams,Sri Lanka,thread,0.9552,0.0032,0.0056,4.1,71.0,0
SUP-00382,Bruce-Villegas,India,dye_chemicals,0.8345,0.0465,0.0531,20.4,169.0,1
SUP-00133,"Bentley, Byrd and Orr",Indonesia,zippers,0.9856,0.0425,0.0218,17.4,186.0,0
SUP-00655,Murphy PLC,Indonesia,thread,0.8713,0.03665,0.0799,24.6,76.0,1
SUP-00997,Durham-Shaw,Indonesia,thread,0.8713,0.049,0.0265,14.8,120.0,0
SUP-00193,Short-Garcia,India,buttons,0.85,0.0506,0.0137,16.0,71.0,0
SUP-00517,Reyes-Bradley,India,zippers,0.8879,0.0159,0.0429,16.7,90.0,0
SUP-00947,Vargas-Snyder,India,thread,0.8386,0.049,0.0499,17.2,60.0,1
SUP-00757,Kelly Group,India,trims,0.916,0.0307,0.0391,14.8,106.0,0
SUP-00668,Kane-Knox,China,packaging,0.9807,0.0285,0.017,8.3,76.0,0
SUP-00444,Collins Group,Bangladesh,zippers,0.8819,0.0336,0.0556,17.5,73.0,1
SUP-00279,Pollard and Sons,India,dye_chemicals,0.8152,0.0694,0.0544,19.5,92.0,1
SUP-00883,Barber-Fischer,Indonesia,buttons,0.8077,0.0342,0.0714,16.0,157.0,1
SUP-00196,"Nelson, Morton and Medina",Indonesia,packaging,0.7283,0.0585,0.0463,20.3,79.0,1
SUP-00151,Salazar-Ball,Vietnam,packaging,0.7542,0.0585,0.0776,22.7,79.0,1
SUP-00307,Castaneda-Rodriguez,Sri Lanka,fabric,0.802,0.0627,0.0543,17.9,153.0,1
SUP-00555,Evans-Jones,Pakistan,buttons,0.8847,0.025,0.0209,17.6,149.0,1
SUP-00135,Mitchell-Jordan,Bangladesh,fabric,0.999,0.0402,0.0436,13.7,99.0,0
SUP-00977,Anderson Group,Sri Lanka,zippers,0.7412,0.106,0.0996,22.4,63.0,1
SUP-00097,Wagner-King,China,thread,0.889,0.0357,0.0018,11.7,88.0,0
SUP-00025,"Walter, Edwards and Rios",China,fabric,0.8340000000000001,0.0355,0.0396,17.9,100.0,0
SUP-00183,Jackson-Lawson,Pakistan,thread,0.8059999999999999,0.0364,0.0313,21.1,97.0,0
SUP-00669,Miller-Brandt,Pakistan,thread,0.8553,0.03665,0.0361,20.3,47.0,0
SUP-00496,Carter Inc,Pakistan,thread,0.7924,0.0557,0.054,20.4,137.0,1
SUP-00044,Allen-Allen,Sri Lanka,thread,0.8558,0.0,0.022,11.2,130.0,0
SUP-00322,Brock-Mcdonald,Indonesia,trims,0.8857,0.0339,0.0122,7.3,153.0,0
SUP-00116,Walker Ltd,India,fabric,0.8751,0.0558,0.0505,14.6,138.0,1
SUP-00887,"Wallace, Smith and Cooper",China,buttons,0.8166,0.047,0.0407,17.6,98.0,0
SUP-00852,"Norris, Callahan and Bishop",Indonesia,dye_chemicals,0.8879,0.0211,0.0433,24.0,115.0,0
SUP-00424,Hernandez-Jones,Indonesia,trims,0.8644,0.029,0.0476,12.7,103.0,1
SUP-00595,Hernandez-Vaughn,Indonesia,buttons,0.816,0.0731,0.041,22.0,125.0,0
SUP-00515,"Gregory, Kim and Martinez",Pakistan,zippers,0.83,0.0088,0.0092,12.7,57.0,0
SUP-00683,"Holder, Young and Hendricks",India,dye_chemicals,0.7877,0.0446,0.0193,17.0,67.0,0
SUP-00972,Foster-Williams,China,fabric,0.8343,0.0551,0.0275,16.0,61.0,0
SUP-00820,Goodwin-Stokes,India,buttons,0.8202,0.0372,0.0264,16.6,26.0,0
SUP-00714,Hudson-Sanchez,Pakistan,buttons,0.9145,0.0,0.0356,16.1,164.0,0
SUP-00707,"Howard, Green and Hunt",Bangladesh,dye_chemicals,0.8642,0.0444,0.0541,13.5,110.0,0
SUP-00541,"Matthews, Saunders and Anderson",Indonesia,thread,0.8678,0.0269,0.0324,26.2,105.0,0
SUP-00058,"Johnston, Sanchez and Kennedy",Indonesia,packaging,0.8578,0.03345,0.0544,11.7,105.0,0
SUP-00582,"Barry, Taylor and Velazquez",Vietnam,dye_chemicals,0.7778,0.0524,0.0381,22.8,62.0,1
SUP-00786,Vargas PLC,India,thread,0.826,0.0561,0.0493,23.8,81.0,1
SUP-00242,Larson-Holloway,Indonesia,packaging,0.8713,0.0647,0.0341,8.3,66.0,0
SUP-00497,Blackwell LLC,Indonesia,buttons,0.9042,0.0607,0.0106,14.8,81.0,0
SUP-00656,Wilson-Harris,Pakistan,dye_chemicals,0.8647,0.03605,0.0353,18.2,104.0,0
SUP-00749,Hickman-Evans,Sri Lanka,buttons,0.867,0.0159,0.0083,21.1,76.0,0
SUP-00273,Morgan-French,Indonesia,fabric,0.828,0.0402,0.0039,8.3,105.0,1
SUP-00709,"Harrison, Franco and Rocha",Vietnam,thread,0.91,0.0418,0.0334,15.2,68.0,0
SUP-00974,Crane Group,India,buttons,0.8165,0.0386,0.0663,19.9,140.0,1
SUP-00312,Parsons-Hall,China,trims,0.8759,0.0,0.0074,10.5,98.0,0
SUP-00352,Guerrero Inc,India,trims,0.823,0.0294,0.022,16.75,127.0,1
SUP-00265,Tran Inc,China,packaging,0.87,0.03345,0.0318,11.2,38.0,0
SUP-00762,"Moore, Price and Ward",China,thread,0.8073,0.0317,0.0354,13.0,169.0,0
SUP-00766,Hawkins-Hunt,Pakistan,buttons,0.8781,0.0347,0.0408,14.6,110.0,0
SUP-00986,Reyes Group,Indonesia,trims,0.999,0.0337,0.0115,10.5,171.0,0
SUP-00450,Jones Inc,China,dye_chemicals,0.9119,0.025,0.036,13.1,127.0,0
SUP-00473,Moody-Taylor,Vietnam,fabric,0.9267,0.0017,0.0155,18.7,38.0,0
SUP-00462,Burch-Montoya,India,thread,0.849,0.0698,0.0616,17.0,42.0,1
SUP-00907,Cruz-Allen,Vietnam,zippers,0.9254,0.0383,0.0,14.0,204.0,0
SUP-00835,Edwards Group,Pakistan,dye_chemicals,0.8369,0.0352,0.036,19.0,102.0,0
SUP-00731,Rodriguez Inc,Sri Lanka,packaging,0.9138,0.0184,0.0273,5.3,105.0,0
SUP-00689,David-Powers,Indonesia,zippers,0.945,0.0163,0.0173,5.8,170.0,0
SUP-00068,Novak and Sons,China,buttons,0.9142,0.0074,0.0244,14.8,133.0,0
SUP-00447,"Henderson, Cox and Cox",Pakistan,thread,0.8445,0.0307,0.0238,16.7,56.0,1
SUP-00442,Rangel LLC,Bangladesh,buttons,0.856,0.0433,0.0546,22.4,110.0,1
SUP-00350,"Smith, Garrison and Thomas",Bangladesh,dye_chemicals,0.8659,0.0472,0.0262,20.0,94.0,1
SUP-00280,"Reyes, Chase and Jenkins",Pakistan,buttons,0.8149,0.0766,0.0458,35.0,105.0,1
SUP-00826,Bruce-Williamson,Bangladesh,dye_chemicals,0.9898,0.0085,0.0387,18.1,144.0,1
SUP-00249,Johnston-Hines,Vietnam,thread,0.8697,0.03665,0.0252,9.7,51.0,0
SUP-00919,"Walters, Davenport and Becker",Sri Lanka,trims,0.9483,0.0176,0.0277,19.0,124.0,0
SUP-00413,"Miller, Harrell and Reese",India,dye_chemicals,0.8082,0.03605,0.0531,20.5,117.0,1
SUP-00783,Faulkner-Casey,Bangladesh,trims,0.9385,0.0031,0.0632,14.7,110.0,0
SUP-00064,"West, Henderson and Ramirez",Pakistan,zippers,0.8207,0.0336,0.0498,22.4,56.0,1
SUP-00281,Garner-Thornton,Bangladesh,fabric,0.966,0.0357,0.0295,15.0,102.0,1
SUP-00657,"Burns, Nolan and Griffin",Vietnam,fabric,0.8751,0.0656,0.0411,20.1,95.0,0
SUP-00033,"Ferrell, Rice and Maddox",Bangladesh,fabric,0.8751,0.0456,0.0621,8.1,90.0,1
SUP-00824,Rose-Fowler,Pakistan,buttons,0.8734500000000001,0.0497,0.0211,15.0,140.0,0
SUP-00925,"Smith, Crawford and Reed",Pakistan,thread,0.9406,0.0262,0.0,17.3,105.0,0
SUP-00872,Kelley-Anderson,China,buttons,0.7749,0.0532,0.0504,23.6,184.0,0
SUP-00084,"Edwards, Baker and Anderson",India,dye_chemicals,0.985,0.0077,0.0,10.9,106.0,0
SUP-00727,"Durham, Hopkins and Smith",Vietnam,packaging,0.91,0.0189,0.0,16.0,138.0,0
SUP-00928,"Tanner, Wise and Johnson",Indonesia,thread,0.94,0.01,0.0,14.1,99.0,0
SUP-00213,Stewart Ltd,Indonesia,packaging,0.8541,0.0497,0.0271,10.2,61.0,0
SUP-00886,Wheeler PLC,Sri Lanka,dye_chemicals,0.9438,0.0381,0.063,15.1,132.0,0
SUP-00790,Fuentes Group,China,packaging,0.8244,0.0469,0.0513,21.1,119.0,1
SUP-00955,Dawson Inc,Indonesia,thread,0.6699,0.0524,0.0312929200307689,23.7,79.0,1
SUP-00879,Baxter LLC,Bangladesh,zippers,0.8556,0.0365,0.0107,12.8,104.0,0
SUP-00466,Cole-Palmer,China,dye_chemicals,0.8778,0.063,0.036,17.0,146.0,1
SUP-00118,Rasmussen LLC,Sri Lanka,fabric,0.999,0.0227,0.0356,13.1,100.0,0
SUP-00791,"Porter, Schultz and Allen",China,trims,0.8886,0.0135,0.0316,17.3,58.0,0
SUP-00197,Marshall-Petersen,Sri Lanka,trims,0.8935,0.0265,0.0044,20.7,155.0,0
SUP-00008,"Henderson, Ramirez and Lewis",Vietnam,thread,0.8495,0.0507,0.0322,11.9,57.0,0
SUP-00868,"Stanton, Reid and Terry",Sri Lanka,dye_chemicals,0.9606,0.0054,0.0038,15.2,89.0,0
SUP-00390,Moore-Collins,Vietnam,thread,0.9725,0.0239,0.0312929200307689,13.5,60.0,0
SUP-00001,"Rodriguez, Figueroa and Sanchez",Indonesia,fabric,0.7871,0.0149,0.0339,14.8,104.0,0
SUP-00222,Harrison-Alexander,China,dye_chemicals,0.8364,0.0389,0.0764,17.4,71.0,1
SUP-00341,Garcia-Jennings,Vietnam,dye_chemicals,0.999,0.0174,0.041,15.9,45.0,0
SUP-00613,"Scott, Mendoza and Harris",India,thread,0.9208,0.0196,0.0301,16.5,84.0,1
SUP-00256,"Johnson, Miller and King",India,trims,0.8868,0.0558,0.033299999999999996,19.3,120.0,0
SUP-00503,Morgan-Lopez,Bangladesh,thread,0.8533,0.0387,0.0549,20.6,96.0,1
SUP-00253,Bailey-Cook,Pakistan,zippers,0.7915,0.0234,0.0674,20.9,138.0,1
SUP-00004,Davis and Sons,India,buttons,0.8522,0.0302,0.0229,19.4,148.0,0
SUP-00074,"Stanley, Tucker and Lee",Vietnam,packaging,0.8626,0.0322,0.0444,23.7,85.0,1
SUP-00026,Wilkerson-Day,Sri Lanka,thread,0.8835,0.0182,0.0312929200307689,10.8,125.0,0
SUP-00654,"Leach, Harris and Herrera",Bangladesh,zippers,0.848,0.0433,0.0525,24.8,114.0,1
SUP-00821,Ray PLC,Pakistan,packaging,0.9414,0.0128,0.0347,11.7,142.0,1
SUP-00358,"Williams, Logan and Camacho",India,trims,0.8539,0.035,0.0133,16.75,75.0,1
SUP-00261,Wolf-Harris,Sri Lanka,fabric,0.9527,0.0336,0.0223,14.4,64.0,0
SUP-00216,"Carlson, Hooper and Wall",India,trims,0.81,0.0189,0.0,10.6,74.0,0
SUP-00308,Armstrong-Andrews,China,buttons,0.8543,0.0371,0.0302,27.9,124.0,0
SUP-00676,Johnson Ltd,Sri Lanka,fabric,0.8751,0.0172,0.0356,18.9,134.0,0
SUP-00808,Bailey LLC,Pakistan,trims,0.797,0.0602,0.0748,22.1,111.0,1
SUP-00121,White-Estes,Pakistan,packaging,0.934,0.0273,0.0264,12.5,54.0,0
SUP-00416,"Hicks, Bullock and Bailey",Indonesia,fabric,0.7392,0.0395,0.0691,35.0,72.0,1
SUP-00927,Brady LLC,Sri Lanka,thread,0.774,0.0663,0.0574,18.3,50.0,1
SUP-00560,Anderson-Wood,India,zippers,0.767,0.0275,0.041,15.3,114.0,1
SUP-00283,"Pollard, Simpson and Johnson",China,dye_chemicals,0.7833,0.03605,0.036,16.7,85.0,0
SUP-00066,Morton-Chase,Sri Lanka,buttons,0.8734500000000001,0.0192,0.0393,6.5,126.0,0
SUP-00304,Jones LLC,Vietnam,thread,0.74,0.0587,0.0939,28.6,54.0,1
SUP-00317,"Diaz, Anderson and Browning",India,zippers,0.885,0.0255,0.0587,16.7,108.0,0
SUP-00027,Baker and Sons,Sri Lanka,zippers,0.778,0.0466,0.0494,19.6,84.0,1
SUP-00694,Faulkner-Grant,Bangladesh,buttons,0.9728,0.0143,0.018,21.5,119.0,0
SUP-00712,Tran-Silva,Vietnam,thread,0.812,0.0651,0.0418,19.6,49.0,1
SUP-00842,Medina and Sons,Indonesia,trims,0.9005,0.0281,0.0467,14.5,152.0,0
SUP-00816,Lopez Ltd,Indonesia,buttons,0.7747,0.0439,0.0316,15.4,121.0,1
SUP-00537,"Mendoza, Jenkins and Ortiz",Vietnam,packaging,0.81,0.009,0.0,10.3,76.0,0
SUP-00361,Henry Group,India,fabric,0.861,0.0564,0.0665,20.7,37.0,1
SUP-00494,"Marshall, Dominguez and Welch",Sri Lanka,thread,0.8664,0.012,0.0404,14.5,103.0,1
SUP-00507,"Carter, Garcia and Murphy",Pakistan,buttons,0.999,0.03,0.0301,16.8,60.0,0
SUP-00641,Young-Molina,Pakistan,buttons,0.9075,0.0225,0.0526,14.5,114.0,0
SUP-00451,"Wise, Conley and Stephenson",Sri Lanka,thread,0.8943,0.0391,0.0352,16.4,106.0,1
SUP-00765,Miller Group,Vietnam,trims,0.835,0.0207,0.0347,12.0,102.0,0
SUP-00499,"Kennedy, Johnson and Lucas",Indonesia,packaging,0.8548,0.0592,0.0156,17.6,92.0,0
SUP-00943,Cline-Ayala,Indonesia,dye_chemicals,0.7799,0.0686,0.0772,24.3,137.0,1
SUP-00513,"Sullivan, Palmer and Brady",Bangladesh,zippers,0.8761,0.0307,0.0572,13.1,81.0,1
SUP-00227,Miller-Wright,India,packaging,0.999,0.0075,0.0,16.25,141.0,1
SUP-00011,Blair PLC,India,packaging,0.7411,0.0296,0.0273,16.3,111.0,1
SUP-00756,Bowers-Hayes,Sri Lanka,thread,0.8705,0.053,0.0709,22.0,114.0,1
SUP-00432,"Lopez, Jacobs and Mason",Pakistan,thread,0.7819,0.043193310285003,0.0419712874161414,17.0,47.0,1
SUP-00573,Luna-Gallagher,Sri Lanka,dye_chemicals,0.828,0.0469,0.0453,24.5,65.0,1
SUP-00853,Martin-Taylor,Bangladesh,trims,0.7226,0.0593,0.033299999999999996,21.5,58.0,1
SUP-00410,Collier-Gillespie,Bangladesh,zippers,0.9286,0.0673,0.0464,17.4,105.0,0
SUP-00434,"Miller, Lucas and Williams",Pakistan,thread,0.6937,0.1025,0.0363,19.8,44.0,1
SUP-00239,"Guerrero, Peck and Coleman",Indonesia,fabric,0.9124,0.0365,0.0113,9.6,119.0,1
SUP-00374,"Watson, Anderson and Brown",Pakistan,fabric,0.8921,0.0402,0.0093,12.2,122.0,0
SUP-00412,Graham Group,Bangladesh,fabric,0.8908,0.0266,0.0363,14.3,97.0,0
SUP-00470,Hughes Inc,Sri Lanka,dye_chemicals,0.8182,0.0653,0.0837,19.7,126.0,1
SUP-00858,"Ochoa, Taylor and Brady",Bangladesh,fabric,0.7391,0.060600066129076,0.0619127604423034,13.6,78.0,1
SUP-00098,Davis Group,India,thread,0.8458,0.018,0.0134,19.0,89.0,1
SUP-00458,Young-Allen,Sri Lanka,buttons,0.9002,0.0089,0.0092,15.4,74.0,0
SUP-00778,Cook-Oliver,China,trims,0.8522,0.0299,0.0339,8.8,73.0,0
SUP-00245,"Fernandez, Kim and George",India,trims,0.8792,0.036,0.0366,13.1,139.0,0
SUP-00021,Gray-Mayo,India,trims,0.8759,0.045,0.033299999999999996,17.9,53.0,0
SUP-00703,Burgess Group,Sri Lanka,zippers,0.7904,0.0583,0.0882,20.5,76.0,1
SUP-00558,Edwards Ltd,China,fabric,0.7617,0.0658,0.0366,25.0,78.0,1
SUP-00469,Brown-Shaw,Indonesia,trims,0.9468,0.0411,0.033299999999999996,14.4,170.0,0
SUP-00437,Ortiz-Morgan,Bangladesh,packaging,0.9670000000000001,0.0269,0.0369,14.5,121.0,0
SUP-00423,"Downs, Morris and Maddox",Bangladesh,packaging,0.8689,0.0579,0.0005,15.0,106.0,0
SUP-00692,Atkinson LLC,India,thread,0.8702,0.0414,0.0453,20.4,129.0,1
SUP-00477,Scott and Sons,India,fabric,0.8704,0.0428,0.0273,10.4,69.0,0
SUP-00621,Santos-Avila,Indonesia,dye_chemicals,0.815,0.0481,0.036,20.9,52.0,1
SUP-00832,Lopez-Reid,India,dye_chemicals,0.8115,0.0548,0.0527,23.8,87.0,1
SUP-00862,Burns-Ray,China,trims,0.985,0.0166,0.0048,16.75,123.0,0
SUP-00386,Kane PLC,Pakistan,thread,0.9441,0.0295,0.021,5.5,142.0,0
SUP-00536,Parker Ltd,China,thread,0.7801,0.0474,0.0748,19.5,105.0,1
SUP-00720,"Bernard, Warren and Combs",Indonesia,thread,0.7809999999999999,0.0509,0.0159,18.2,105.0,1
SUP-00568,Landry PLC,China,thread,0.9396,0.03665,0.0221,14.4,141.0,1
SUP-00708,Owens-Lang,India,thread,0.887,0.0444,0.0286,21.0,95.0,0
SUP-00376,"Pugh, Henderson and Moon",India,buttons,0.8673,0.0287,0.0342,14.9,88.0,0
SUP-00461,Strickland-Shaw,India,buttons,0.8734500000000001,0.0499,0.0215,18.8,153.0,1
SUP-00262,"Anderson, Roberts and Gilmore",Sri Lanka,trims,0.999,0.036,0.0,9.2,137.0,0
SUP-00659,Bryant-Brown,China,zippers,0.9592,0.0347,0.0269,16.1,82.0,0
SUP-00991,Andrade-Mendoza,India,zippers,0.843,0.0343,0.0336,23.9,133.0,1
SUP-00539,Owens-Holmes,Indonesia,packaging,0.9738,0.0069,0.0175,10.7,107.0,0
SUP-00459,Mckee-Lee,India,dye_chemicals,0.8405,0.0394,0.0247,22.2,69.0,1
SUP-00100,Walsh LLC,Indonesia,zippers,0.8074,0.0424,0.0452,18.4,138.0,1
SUP-00793,Ewing-Mendoza,Pakistan,trims,0.9117,0.0259,0.0205,13.3,209.0,0
SUP-00527,Osborn-Cochran,India,trims,0.8996,0.0254,0.0258,14.4,105.0,0
SUP-00825,"Price, Long and Wilson",China,dye_chemicals,0.8915,0.0333,0.0412,17.2,112.0,0
SUP-00200,Christensen PLC,Bangladesh,packaging,0.8763,0.0262,0.0255,16.0,122.0,0
SUP-00953,"Acosta, Garcia and Moreno",Indonesia,zippers,0.873,0.0147,0.0256,11.1,116.0,1
SUP-00717,Murray-Oconnor,India,dye_chemicals,0.8921,0.0477,0.0362,15.2,97.0,0
SUP-00490,Cooper Ltd,Vietnam,trims,0.8522,0.0615,0.0,19.1,98.0,1
SUP-00882,Williams Ltd,Bangladesh,fabric,0.8270000000000001,0.0709,0.0531,24.5,120.0,1
SUP-00031,Burton Ltd,Indonesia,thread,0.8713,0.065,0.0549,17.5,75.0,0
SUP-00313,Robinson-Lee,Pakistan,zippers,0.929,0.0442,0.0432,9.6,118.0,0
SUP-00493,Li-Thompson,Pakistan,thread,0.8270000000000001,0.035,0.0311,21.9,143.0,0
SUP-00270,Baird-Sanchez,Pakistan,fabric,0.9882,0.0402,0.0201,11.4,75.0,1
SUP-00578,Brooks-Hatfield,India,buttons,0.7759999999999999,0.0535,0.0,19.8,54.0,1
SUP-00465,"Rosales, Mitchell and Hines",Bangladesh,trims,0.8328,0.0291,0.0816,16.75,111.0,1
SUP-00805,"Hernandez, Cuevas and Webb",India,packaging,0.8189,0.03345,0.0016,12.9,120.0,0
SUP-00354,"Morris, Thompson and Williams",Vietnam,trims,0.8805,0.0013,0.0046,10.1,61.0,0
SUP-00360,Boone-Simmons,Pakistan,buttons,0.8154,0.0544,0.0221,18.0,113.0,0
SUP-00871,Adams-Clayton,Sri Lanka,trims,0.9359999999999999,0.0167,0.0,10.9,85.0,0
SUP-00710,Edwards-Williams,China,zippers,0.9313,0.0197,0.031,19.8,97.0,1
SUP-00874,Williams Ltd,India,dye_chemicals,0.888,0.0193,0.0421,15.0,149.0,0
SUP-00869,Flynn Group,Bangladesh,packaging,0.9944,0.0196,0.0403,7.6,115.0,0
SUP-00448,Bean LLC,China,dye_chemicals,0.8447,0.0214,0.036,17.0,80.0,0
SUP-00844,Dunn-Wilson,Bangladesh,dye_chemicals,0.924,0.0031,0.0211,8.8,96.0,0
SUP-00338,Bass PLC,Indonesia,buttons,0.8747,0.0222,0.0256,17.2,89.0,0
SUP-00531,Hicks-Martinez,Sri Lanka,fabric,0.999,0.0,0.0,9.9,120.0,0
