actual_demand_next_30_days,expected_demand_next_30_days,lead_time_days,month_cos,month_sin,quantity_on_hand,quantity_to_reorder_ratio,reorder_level,stockout_within_lead_time,supplier_on_time_rate,unit_cost,material_category
68.26,107.1,23.0,1.0,-2.4492935982947064e-16,129.5,1.1837294332723949,109.4,0,0.9422,6.14,thread
71.01,75.6,12.0,0.5000000000000001,0.8660254037844386,382.5,2.440970006381621,156.7,0,0.8208,5.11,trims
248.04,213.9,3.0,0.5000000000000001,-0.8660254037844386,48.0,0.24181360201511334,198.5,0,0.7082,5.02,packaging
149.27,180.2,40.0,6.123233995736766e-17,1.0,292.8,1.4158607350096712,206.8,0,0.7598,2.35,thread
203.16,129.1,26.0,-1.0,1.2246467991473532e-16,603.6,2.1208713984539704,284.6,0,0.8381,3.16,buttons
118.32,104.2,7.0,-1.0,1.2246467991473532e-16,174.5,1.1976664378860673,145.7,0,0.8056,0.5,dye_chemicals
48.38,46.2,12.0,0.5000000000000001,0.8660254037844386,422.1,3.010699001426534,140.2,0,0.9021,0.6,dye_chemicals
128.71,142.2,22.0,0.5000000000000001,0.8660254037844386,330.7,1.7627931769722816,187.6,0,0.8475,0.96,packaging
82.9,92.6,22.0,-0.8660254037844387,0.49999999999999994,941.8,3.419753086419753,275.4,0,0.99,1.0,thread
342.89,231.7,26.0,-1.8369701987210297e-16,-1.0,187.5,0.8457374830852504,221.7,0,0.9317,3.1,thread
106.47,82.0,7.0,-0.5000000000000004,-0.8660254037844384,181.8,2.1850961538461537,83.2,0,0.99,2.41,buttons
202.48,196.1,17.0,1.0,-2.4492935982947064e-16,187.5,0.9694932781799379,193.4,1,0.99,1.06,thread
182.67,180.3,14.0,-1.8369701987210297e-16,-1.0,103.9,1.654458598726115,62.8,0,0.7712,1.23,dye_chemicals
21.81,26.3,23.0,6.123233995736766e-17,1.0,27.8,2.0,13.9,0,0.8827,9.97,dye_chemicals
112.07,151.2,11.0,-0.5000000000000004,-0.8660254037844384,170.8,0.956326987681971,178.6,0,0.99,1.78,zippers
16.06,30.3,13.0,-0.4999999999999998,0.8660254037844387,162.9,1.1211286992429457,145.3,0,0.9177,0.86,trims
135.46,117.0,15.0,-0.8660254037844386,-0.5000000000000001,183.6,0.9235412474849094,198.8,0,0.8261,16.89,trims
218.31,167.9,17.0,-1.8369701987210297e-16,-1.0,183.0,1.227364185110664,149.1,0,0.9112,2.14,fabric
232.28,285.7,25.0,0.8660254037844384,-0.5000000000000004,515.5,1.9078460399703925,270.2,0,0.8129,0.75,fabric
227.29,193.6,27.0,0.8660254037844384,-0.5000000000000004,347.2,1.4557651991614255,238.5,1,0.9354,3.98,zippers
112.26,126.7,13.0,-1.0,1.2246467991473532e-16,273.7,1.2224207235372933,223.9,0,0.9315,3.98,zippers
104.06,120.8,18.0,-0.8660254037844386,-0.5000000000000001,256.9,1.3969548667754212,183.9,0,0.7157,5.67,zippers
106.68,118.3,3.0,6.123233995736766e-17,1.0,504.3,2.190703735881842,230.2,0,0.882,2.06,trims
125.49,130.5,17.0,0.5000000000000001,-0.8660254037844386,302.7,1.9617627997407645,154.3,0,0.7899,0.7,thread
185.25,123.3,22.0,1.0,-2.4492935982947064e-16,100.1,0.6462233699160749,154.9,0,0.7174,17.55,dye_chemicals
50.41,47.9,19.0,-1.0,1.2246467991473532e-16,38.5,0.40271966527196656,95.6,0,0.99,1.46,zippers
149.15,136.8,24.0,0.5000000000000001,-0.8660254037844386,0.0,0.0,148.9,1,0.8938,1.33,zippers
131.82,118.3,3.0,0.8660254037844387,0.49999999999999994,383.2,1.7529734675205855,218.6,0,0.7678,0.93,packaging
142.28,130.7,18.0,0.5000000000000001,-0.8660254037844386,228.5,1.9201680672268908,119.0,0,0.8782,2.6,fabric
130.52,129.5,20.0,-0.8660254037844387,0.49999999999999994,212.2,1.7727652464494568,119.7,0,0.9179,3.63,dye_chemicals
74.05,98.0,18.0,-1.0,1.2246467991473532e-16,83.8,0.6431312356101304,130.3,0,0.7919,2.48,buttons
172.72,128.7,23.0,0.8660254037844387,0.49999999999999994,348.3,1.9253731343283582,180.9,0,0.9315,4.06,thread
94.8,119.1,23.0,1.0,-2.4492935982947064e-16,70.3,0.44663278271918677,157.4,1,0.8804,0.96,packaging
62.52,59.6,12.0,-0.4999999999999998,0.8660254037844387,299.3,1.8717948717948718,159.9,0,0.9454,4.36,zippers
26.46,40.8,17.0,-0.4999999999999998,0.8660254037844387,112.3,1.0564440263405457,106.3,0,0.9035,1.37,fabric
64.88,81.4,17.0,0.8660254037844387,0.49999999999999994,180.0,1.3615733736762483,132.2,0,0.9602,1.3,dye_chemicals
173.27,204.4,14.0,0.8660254037844387,0.49999999999999994,512.3,2.035359555025824,251.7,0,0.8155,4.34,buttons
76.44,56.1,30.0,0.8660254037844387,0.49999999999999994,489.9,2.590692755156002,189.1,0,0.7655,4.42,buttons
138.07,113.1,30.0,0.8660254037844387,0.49999999999999994,343.3,1.2212735681252223,281.1,0,0.7903,19.21,trims
38.68,27.9,6.0,1.0,-2.4492935982947064e-16,0.0,0.0,50.4,1,0.7806,5.8,trims
101.86,127.3,35.0,-0.4999999999999998,0.8660254037844387,303.3,2.1556503198294243,140.7,0,0.6994,2.56,packaging
246.03,196.5,8.0,0.5000000000000001,0.8660254037844386,603.4,2.3039327987781597,261.9,0,0.7904,10.29,thread
191.57,176.0,90.0,0.8660254037844384,-0.5000000000000004,210.9,1.244982290436836,169.4,0,0.7507,1.41,zippers
36.34,63.4,19.0,-0.8660254037844387,0.49999999999999994,133.4,0.8881491344873503,150.2,0,0.8114,8.3,thread
272.85,230.3,20.0,-0.8660254037844387,0.49999999999999994,0.0,0.0,290.6,1,0.99,1.07,dye_chemicals
188.09,311.2,15.0,-1.8369701987210297e-16,-1.0,777.9,2.5698711595639248,302.7,0,0.8240000000000001,0.9,trims
255.85,171.9,22.0,-0.5000000000000004,-0.8660254037844384,116.6,0.868205510052122,134.3,1,0.8463,5.68,buttons
197.73,173.4,24.0,1.0,-2.4492935982947064e-16,116.8,0.5656174334140436,206.5,1,0.6724,1.08,fabric
107.44,120.7,14.0,-0.8660254037844387,0.49999999999999994,149.6,0.9444444444444444,158.4,0,0.878,2.16,trims
96.69,72.5,15.0,0.8660254037844387,0.49999999999999994,195.6,2.133042529989095,91.7,0,0.759,2.59,buttons
98.37,93.7,14.0,-0.4999999999999998,0.8660254037844387,326.9,1.7814713896457763,183.5,0,0.8575,2.26,trims
170.91,189.0,21.0,-1.8369701987210297e-16,-1.0,247.0,1.2837837837837838,192.4,0,0.9382,4.54,thread
43.1002896368151,64.9,13.0,6.123233995736766e-17,1.0,177.57972460916375,1.9428853895969773,91.4,0,0.8584,2.37,thread
104.96,153.1,11.0,0.5000000000000001,0.8660254037844386,389.2,2.1646273637374858,179.8,0,0.763,1.73,dye_chemicals
75.86,58.7,3.0,-1.0,1.2246467991473532e-16,415.9,2.180912427897221,190.7,1,0.9809,1.06,fabric
66.23,62.7,22.0,6.123233995736766e-17,1.0,131.4,0.87716955941255,149.8,0,0.8394,9.39,zippers
134.97,175.4,13.0,-0.8660254037844387,0.49999999999999994,157.5,0.6609315988250105,238.3,0,0.9731,4.4,trims
104.07,124.1,12.0,0.8660254037844387,0.49999999999999994,469.0,2.640765765765766,177.6,0,0.6129,2.74,dye_chemicals
113.41,110.4,27.0,1.0,-2.4492935982947064e-16,195.2,1.0614464382816746,183.9,0,0.8765,1.88,trims
112.99,160.1,17.0,-1.8369701987210297e-16,-1.0,288.7,1.6843640606767794,171.4,0,0.9688,5.17,fabric
60.32,38.6,20.0,-0.4999999999999998,0.8660254037844387,298.7,2.13815318539728,139.7,0,0.882,3.18,trims
138.76,148.8,23.0,6.123233995736766e-17,1.0,276.5,1.390845070422535,198.8,0,0.7478,2.97,buttons
101.265,217.4,20.0,0.8660254037844387,0.49999999999999994,83.5,0.4105211406096362,203.4,1,0.7955,0.94,trims
133.19,111.8,13.0,-1.8369701987210297e-16,-1.0,0.0,0.0,148.2,1,0.9245,1.24,fabric
74.39,51.5,13.0,-0.8660254037844387,0.49999999999999994,258.1,2.392029657089898,107.9,0,0.7718,1.46,fabric
123.41,129.2,13.0,-0.4999999999999998,0.8660254037844387,217.7,1.323404255319149,164.5,0,0.8226,9.08,fabric
408.96,200.8,13.0,-1.8369701987210297e-16,-1.0,92.3,0.597411003236246,154.5,1,0.766,4.35,buttons
106.98,82.5,18.0,1.0,-2.4492935982947064e-16,0.0,0.0,109.6,1,0.99,5.98,dye_chemicals
150.91,114.6,32.0,-1.0,1.2246467991473532e-16,202.4,0.8761904761904762,231.0,0,0.8859,3.58,packaging
111.5,128.4,20.0,-0.5000000000000004,-0.8660254037844384,165.3,1.1176470588235294,147.9,0,0.7088,4.06,dye_chemicals
268.69,166.1,24.0,0.8660254037844384,-0.5000000000000004,390.9,1.9954058192955588,195.9,0,0.8956,1.16,packaging
125.61,96.0,17.0,1.0,-2.4492935982947064e-16,191.0,0.9927234927234927,192.4,0,0.9216,4.02,thread
100.26,152.9,19.0,0.8660254037844387,0.49999999999999994,754.5,2.8568723968193863,264.1,0,0.71,4.08,fabric
144.37,140.7,26.0,0.5000000000000001,0.8660254037844386,443.6,2.3887991383952616,185.7,0,0.7070000000000001,0.71,dye_chemicals
62.29,84.5,21.0,-0.8660254037844386,-0.5000000000000001,392.3,3.39948006932409,115.4,0,0.8414,9.65,fabric
47.66,44.9,15.0,-1.0,1.2246467991473532e-16,147.4,1.043170559094126,141.3,0,0.7516,4.79,dye_chemicals
263.79,248.8,12.0,-1.8369701987210297e-16,-1.0,275.2,1.2682027649769585,217.0,0,0.889,3.91,buttons
161.67,163.8,18.0,-1.8369701987210297e-16,-1.0,149.8,0.6096866096866098,245.7,0,0.8422,1.41,thread
95.48,121.5,22.0,-0.8660254037844386,-0.5000000000000001,303.2,2.0119442601194426,150.7,0,0.89,1.29,packaging
114.75,87.5,29.0,6.123233995736766e-17,1.0,191.5,2.2293364377182767,85.9,0,0.9323,3.19,dye_chemicals
332.51,369.9,3.0,1.0,-2.4492935982947064e-16,405.8,2.200650759219089,184.4,0,0.7877,0.76,zippers
94.97,84.7,36.0,-0.4999999999999998,0.8660254037844387,0.0,0.0,141.2,1,0.8468,2.21,trims
95.13,73.3,30.0,0.8660254037844387,0.49999999999999994,414.0,2.6589595375722546,155.7,0,0.8769,2.08,zippers
137.71,120.0,14.0,-0.8660254037844387,0.49999999999999994,86.3,0.4797109505280711,179.9,0,0.5834,0.98,buttons
75.8,70.4,3.0,6.123233995736766e-17,1.0,186.0,1.7630331753554502,105.5,0,0.8006,5.34,trims
114.8,118.9,11.0,0.5000000000000001,0.8660254037844386,197.8,1.4385454545454546,137.5,0,0.6013,1.32,trims
75.53,83.3,20.0,1.0,-2.4492935982947064e-16,171.6,1.2489082969432312,137.4,0,0.8029,1.84,zippers
98.48,157.0,8.0,-0.4999999999999998,0.8660254037844387,342.4,1.8478143550998378,185.3,0,0.738,1.93,buttons
121.22,106.9,9.0,0.8660254037844384,-0.5000000000000004,137.6,1.3955375253549696,98.6,0,0.8749,1.98,trims
98.92,155.1,8.0,0.5000000000000001,-0.8660254037844386,246.3,1.6225296442687747,151.8,0,0.8572,2.49,trims
71.62,54.2,9.0,-0.8660254037844386,-0.5000000000000001,125.7,1.0864304235090751,115.7,0,0.6476,0.77,fabric
127.47,155.5,15.0,-0.8660254037844386,-0.5000000000000001,167.9,0.8279092702169625,202.8,0,0.6991,21.98,thread
73.66,57.9,30.0,-0.8660254037844386,-0.5000000000000001,259.5,1.7773972602739727,146.0,0,0.7302,3.86,trims
83.91,33.9,11.0,-0.8660254037844387,0.49999999999999994,45.6,0.7755102040816327,58.8,0,0.9055,3.81,zippers
182.58,158.7,19.0,-0.5000000000000004,-0.8660254037844384,540.9,2.048087845513063,264.1,0,0.71,4.08,fabric
100.94,91.7,8.0,6.123233995736766e-17,1.0,29.7,0.2058212058212058,144.3,1,0.7675,6.76,thread
193.67,284.9,23.0,1.0,-2.4492935982947064e-16,30.9,0.15985514743921364,193.3,1,0.882,2.61,trims
83.42,62.2,10.0,0.5000000000000001,0.8660254037844386,0.0,0.0,136.8,1,0.7897,6.94,buttons
225.37,265.9,22.0,0.8660254037844384,-0.5000000000000004,412.3,1.9338649155722327,213.2,0,0.99,4.33,buttons
68.88,76.6,23.0,-0.4999999999999998,0.8660254037844387,268.3,1.8541810642709056,144.7,0,0.8834,1.69,buttons
38.42,30.5,24.0,0.8660254037844387,0.49999999999999994,0.0,0.0,42.4,1,0.7425,5.1,fabric
73.01,45.2,21.0,0.5000000000000001,0.8660254037844386,24.4,0.24158415841584158,101.0,1,0.9178,2.07,buttons
97.18413833884496,82.4,13.0,6.123233995736766e-17,1.0,177.88283843118327,0.9999035324968143,177.9,0,0.7204,0.94,zippers
240.25,277.5,3.0,0.8660254037844384,-0.5000000000000004,276.1,1.3702233250620348,201.5,0,0.8713,1.13,zippers
194.06,217.1,21.0,0.8660254037844384,-0.5000000000000004,212.0,1.200453001132503,176.6,0,0.8631,5.53,trims
277.33,247.7,12.0,1.0,-2.4492935982947064e-16,473.0,1.78557946394866,264.9,0,0.99,3.13,zippers
174.34,148.3,17.0,0.8660254037844384,-0.5000000000000004,189.9,1.4035476718403548,135.3,1,0.845,2.59,zippers
46.79,32.8,20.0,0.5000000000000001,-0.8660254037844386,77.7,0.6379310344827587,121.8,0,0.99,2.35,dye_chemicals
213.4,157.2,17.0,1.0,-2.4492935982947064e-16,105.6,0.7218045112781954,146.3,0,0.94,2.39,buttons
32.02,37.7,4.0,-0.5000000000000004,-0.8660254037844384,92.0,1.3710879284649777,67.1,0,0.9697,1.49,fabric
134.21,88.1,22.0,0.8660254037844387,0.49999999999999994,388.3,2.3792892156862746,163.2,0,0.7024,1.4,zippers
46.52,74.6,15.0,0.5000000000000001,0.8660254037844386,115.8,1.0672811059907834,108.5,0,0.6546,11.44,thread
101.81,159.9,19.0,1.0,-2.4492935982947064e-16,190.8,1.2519685039370079,152.4,0,0.797,3.86,packaging
88.15,73.6,7.0,0.8660254037844387,0.49999999999999994,274.6,2.822199383350463,97.3,0,0.9345,7.05,thread
32.45,29.1,26.0,-0.4999999999999998,0.8660254037844387,181.8,2.0404040404040407,89.1,0,0.7889,2.8,buttons
83.98,87.0,23.0,0.5000000000000001,0.8660254037844386,188.3,0.9052884615384615,208.0,0,0.8409,11.06,thread
27.97,23.7,15.0,0.5000000000000001,0.8660254037844386,44.3,0.7470489038785835,59.3,0,0.8079,0.71,buttons
132.48,187.3,21.0,-0.4999999999999998,0.8660254037844387,382.4,1.3900399854598326,275.1,0,0.9531,3.16,packaging
173.77,141.9,13.0,0.8660254037844384,-0.5000000000000004,221.6,1.2831499710480603,172.7,0,0.8220000000000001,3.17,dye_chemicals
159.17,118.4,18.0,0.5000000000000001,-0.8660254037844386,76.4,0.6025236593059937,126.8,0,0.9557,3.25,dye_chemicals
140.76,131.3,27.0,0.5000000000000001,0.8660254037844386,0.0,0.0,147.1,1,0.743,6.02,buttons
26.05,29.6,16.0,6.123233995736766e-17,1.0,210.2,1.4516574585635358,144.8,1,0.5842,3.83,trims
59.75,59.8,3.0,-0.4999999999999998,0.8660254037844387,55.2,0.27085377821393525,203.8,1,0.8413,2.65,fabric
47.36,58.2,27.0,6.123233995736766e-17,1.0,224.9,2.231150793650794,100.8,0,0.99,2.21,zippers
121.69,111.1,19.0,0.8660254037844387,0.49999999999999994,81.2,0.5460659045057162,148.7,1,0.8085,7.51,fabric
88.92,111.0,15.0,-0.8660254037844387,0.49999999999999994,0.0,0.0,232.5,1,0.8802,1.0,fabric
98.66,80.9,4.0,0.5000000000000001,0.8660254037844386,521.2,2.39852738150023,217.3,0,0.99,4.05,dye_chemicals
100.46,86.4,30.0,0.5000000000000001,0.8660254037844386,18.0,0.09703504043126684,185.5,1,0.8005,9.9,dye_chemicals
108.67,106.0,13.0,-0.8660254037844386,-0.5000000000000001,164.0,1.447484554280671,113.3,0,0.7917,1.36,zippers
246.16,299.8,34.0,-0.5000000000000004,-0.8660254037844384,274.7,1.1175752644426362,245.8,0,0.9244,2.3,dye_chemicals
59.89,51.2,24.0,-0.8660254037844387,0.49999999999999994,70.9,0.479702300405954,147.8,0,0.9361,1.7,zippers
101.78,209.9,19.0,-1.8369701987210297e-16,-1.0,251.7,1.5375687232742823,163.7,0,0.763,4.47,buttons
129.91,126.4,33.0,0.5000000000000001,0.8660254037844386,201.5,1.3906142167011732,144.9,0,0.7151,4.52,trims
142.24,157.6,12.0,0.5000000000000001,0.8660254037844386,80.1,0.45615034168564916,175.6,0,0.736,2.88,trims
104.14,84.4,18.0,0.8660254037844384,-0.5000000000000004,107.4,1.4339118825100132,74.9,0,0.7187,1.85,fabric
136.38,116.8,25.0,-0.8660254037844387,0.49999999999999994,265.0,1.1271799234368354,235.1,0,0.5998,1.51,fabric
150.96,272.4,13.0,-0.5000000000000004,-0.8660254037844384,294.0,1.3517241379310345,217.5,0,0.778,3.64,trims
106.15,134.2,17.0,1.0,-2.4492935982947064e-16,166.1,1.4076271186440676,118.0,1,0.6954,1.48,packaging
98.41,93.3,17.0,1.0,-2.4492935982947064e-16,43.0,0.5256723716381418,81.8,1,0.7336,1.15,buttons
138.84,154.2,23.0,0.8660254037844387,0.49999999999999994,210.0,1.0611419909044972,197.9,0,0.939,3.2,zippers
136.63,82.0,12.0,-1.8369701987210297e-16,-1.0,115.5,0.8020833333333334,144.0,0,0.8294,5.77,fabric
167.72,148.9,18.0,0.5000000000000001,-0.8660254037844386,348.0,1.4609571788413098,238.2,0,0.99,2.1,fabric
155.68,148.3,13.0,-0.8660254037844387,0.49999999999999994,488.1,2.1047865459249677,231.9,1,0.588,0.94,trims
30.91,44.6,10.0,-0.8660254037844387,0.49999999999999994,160.0,1.6580310880829014,96.5,1,0.99,1.59,dye_chemicals
108.92,108.3,32.0,1.0,-2.4492935982947064e-16,94.9,1.1338112305854242,83.7,1,0.8059999999999999,3.09,buttons
77.18,91.4,8.0,6.123233995736766e-17,1.0,210.1,1.4559944559944558,144.3,0,0.7675,6.76,thread
77.21,81.3,20.0,0.5000000000000001,-0.8660254037844386,73.4,1.0455840455840457,70.2,0,0.7223,1.12,dye_chemicals
141.14,168.3,30.0,-1.0,1.2246467991473532e-16,437.8,1.7913256955810148,244.4,0,0.8589,1.84,packaging
166.05,167.1,15.0,-0.8660254037844386,-0.5000000000000001,70.5,0.4211469534050179,167.4,1,0.8649,2.01,fabric
94.74,161.4,24.0,6.123233995736766e-17,1.0,0.0,0.0,248.0,1,0.8653,9.58,buttons
135.99,154.8,19.0,6.123233995736766e-17,1.0,0.0,0.0,254.2,1,0.8472,5.13,trims
105.91,112.6,23.0,-1.0,1.2246467991473532e-16,71.8,0.39690436705362075,180.9,1,0.9315,4.06,thread
177.05,158.7,26.0,1.0,-2.4492935982947064e-16,189.9,1.9699170124481327,96.4,1,0.9379,8.1,zippers
289.6,199.3,15.0,-1.8369701987210297e-16,-1.0,313.2,1.8935912938331316,165.4,0,0.884,8.64,packaging
144.72,276.2,26.0,-1.8369701987210297e-16,-1.0,289.3,0.9649766511007338,299.8,0,0.8357,3.34,buttons
134.52,131.6,15.0,0.5000000000000001,0.8660254037844386,374.5,1.7540983606557377,213.5,0,0.678,0.92,buttons
95.86,54.2,18.0,-1.0,1.2246467991473532e-16,230.5,2.403545359749739,95.9,0,0.7859999999999999,1.15,buttons
351.3,275.6,15.0,1.0,-2.4492935982947064e-16,306.1,1.1764027671022292,260.2,0,0.99,1.07,zippers
134.53,127.5,21.0,6.123233995736766e-17,1.0,0.0,0.0,169.7,1,0.8623,2.64,packaging
183.8,137.7,8.0,6.123233995736766e-17,1.0,814.7,3.4965665236051504,233.0,0,0.9563,1.07,thread
56.91,47.1,14.0,0.5000000000000001,0.8660254037844386,291.7,2.8486328124999996,102.4,0,0.99,7.59,zippers
104.31,136.8,9.0,0.8660254037844387,0.49999999999999994,565.5,3.0485175202156336,185.5,0,0.9474,3.48,packaging
77.22,78.2,18.0,0.5000000000000001,0.8660254037844386,261.7,1.9721175584024115,132.7,1,0.9109999999999999,2.48,dye_chemicals
143.94,114.1,14.0,-0.8660254037844387,0.49999999999999994,331.8,1.37733499377335,240.9,0,0.921,1.35,trims
109.28,113.1,19.0,-0.8660254037844387,0.49999999999999994,243.8,1.2592975206611572,193.6,0,0.99,1.34,trims
156.26,163.8,3.0,-1.8369701987210297e-16,-1.0,262.7,1.4833427442123095,177.1,0,0.9556,4.22,fabric
120.15,152.0,13.0,-0.8660254037844387,0.49999999999999994,258.3,1.3488250652741516,191.5,0,0.9796,2.61,dye_chemicals
44.14,38.0,9.0,6.123233995736766e-17,1.0,111.8,1.2339955849889626,90.6,0,0.9415,3.05,zippers
105.54,75.5,12.0,-0.4999999999999998,0.8660254037844387,116.3,0.924483306836248,125.8,0,0.85,2.95,thread
170.69,173.8,14.0,-0.8660254037844387,0.49999999999999994,277.0,0.8047646717024985,344.2,0,0.9273,2.48,dye_chemicals
110.3,130.9,27.0,6.123233995736766e-17,1.0,424.4,2.885112168592794,147.1,0,0.743,6.02,buttons
148.06,113.4,16.0,6.123233995736766e-17,1.0,152.5,0.7272293752980449,209.7,0,0.9598,5.72,packaging
164.89,127.3,15.0,6.123233995736766e-17,1.0,198.4,1.0045569620253165,197.5,0,0.7716,12.34,buttons
283.7,236.2,24.0,-1.8369701987210297e-16,-1.0,175.7,0.8508474576271186,206.5,0,0.6724,1.08,fabric
168.62,124.7,15.0,1.0,-2.4492935982947064e-16,95.2,0.4563758389261745,208.6,0,0.718,1.8,packaging
206.96,250.9,15.0,0.5000000000000001,-0.8660254037844386,162.0,0.7929515418502202,204.3,1,0.99,3.73,dye_chemicals
132.56,160.8,26.0,-0.4999999999999998,0.8660254037844387,478.0,2.1348816435908886,223.9,0,0.8876,3.93,zippers
115.28,115.6,6.0,6.123233995736766e-17,1.0,0.0,0.0,201.2,1,0.8977,5.87,dye_chemicals
39.37,37.6,13.0,1.0,-2.4492935982947064e-16,0.0,0.0,84.3,1,0.9465,5.65,fabric
105.91,211.0,21.0,0.8660254037844384,-0.5000000000000004,353.0,1.8347193347193347,192.4,0,0.9382,4.54,thread
59.32,53.6,13.0,-0.4999999999999998,0.8660254037844387,321.4,1.9176610978520285,167.6,1,0.8320000000000001,3.91,packaging
53.85,77.9,13.0,-0.4999999999999998,0.8660254037844387,105.5,0.5156402737047898,204.6,0,0.6523,1.58,buttons
117.03,89.5,23.0,-0.4999999999999998,0.8660254037844387,178.8,1.3303571428571428,134.4,0,0.6456,4.77,zippers
95.82,87.2,10.0,6.123233995736766e-17,1.0,0.0,0.0,138.9,1,0.6146,0.84,buttons
16.5,20.4,3.0,6.123233995736766e-17,1.0,373.8,2.8887171561051006,129.4,0,0.7912,3.73,packaging
42.27,43.7,20.0,-0.4999999999999998,0.8660254037844387,272.4,2.0857580398162328,130.6,1,0.7592,4.6,buttons
79.1,81.6,3.0,0.8660254037844387,0.49999999999999994,62.8,0.5295109612141653,118.6,0,0.8819,14.18,zippers
145.3,173.2,24.0,0.8660254037844384,-0.5000000000000004,0.0,0.0,218.3,1,0.6586,1.2,packaging
214.04,190.5,16.0,0.8660254037844387,0.49999999999999994,0.0,0.0,193.5,1,0.7806,1.39,trims
143.32,91.3,21.0,6.123233995736766e-17,1.0,234.8,1.3044444444444445,180.0,0,0.625,6.7,buttons
51.18,66.8,10.0,-1.0,1.2246467991473532e-16,77.9,1.9093137254901964,40.8,0,0.934,1.81,trims
111.86,126.5,21.0,0.5000000000000001,0.8660254037844386,190.0,1.2156110044785668,156.3,0,0.6583,2.6,trims
173.45,190.3,14.0,0.8660254037844384,-0.5000000000000004,35.0,0.166270783847981,210.5,1,0.8991,6.08,buttons
46.88,81.6,24.0,-0.4999999999999998,0.8660254037844387,124.3,0.7852179406190777,158.3,0,0.8842,15.8,thread
33.09,37.5,20.0,-0.5000000000000004,-0.8660254037844384,7.9,0.08946772366930918,88.3,1,0.99,3.02,dye_chemicals
99.2,118.4,14.0,-0.4999999999999998,0.8660254037844387,232.5,1.2831125827814571,181.2,0,0.831,3.81,thread
63.07,62.4,20.0,-1.0,1.2246467991473532e-16,134.3,1.0044876589379208,133.7,0,0.7553,0.44,thread
160.0,192.5,30.0,0.5000000000000001,0.8660254037844386,500.2,2.0466448445171848,244.4,0,0.8589,1.84,packaging
112.92,107.7,19.0,-0.4999999999999998,0.8660254037844387,506.2,2.9041881812966146,174.3,0,0.6247,1.97,thread
140.66,172.1,33.0,-0.8660254037844386,-0.5000000000000001,0.0,0.0,176.1,1,0.8384,4.02,packaging
183.75,144.9,20.0,0.8660254037844387,0.49999999999999994,101.9,1.0303336703741153,98.9,1,0.677,2.88,fabric
219.18,231.3,12.0,-1.8369701987210297e-16,-1.0,139.7,0.9300932090545939,150.2,0,0.7099,1.2,buttons
98.12,83.3,26.0,-1.8369701987210297e-16,-1.0,243.3,1.9893704006541293,122.3,0,0.99,1.77,fabric
52.33,40.7,27.0,-0.8660254037844386,-0.5000000000000001,166.3,2.943362831858407,56.5,0,0.807,4.48,packaging
146.88,109.9,13.0,-1.0,1.2246467991473532e-16,296.9,1.8862770012706478,157.4,0,0.6926,10.85,zippers
104.43,84.1,18.0,0.5000000000000001,-0.8660254037844386,189.0,2.1550741163055873,87.7,0,0.99,1.98,trims
73.27,61.7,29.0,0.8660254037844387,0.49999999999999994,11.0,0.6748466257668712,16.3,1,0.8369,1.7,buttons
212.9,164.3,90.0,-1.8369701987210297e-16,-1.0,96.6,0.5270049099836334,183.3,1,0.8325,13.84,buttons
22.99,47.4,22.0,6.123233995736766e-17,1.0,247.5,1.702200825309491,145.4,0,0.99,4.29,zippers
96.26,89.7,16.0,0.8660254037844387,0.49999999999999994,108.2,0.7985239852398525,135.5,0,0.7219,2.08,buttons
81.95,75.0,22.0,-0.8660254037844386,-0.5000000000000001,120.4,1.5087719298245614,79.8,0,0.6679999999999999,4.42,thread
90.62,94.2,17.0,-0.8660254037844386,-0.5000000000000001,250.6,1.4620770128354725,171.4,0,0.9688,5.17,fabric
41.19,39.7,7.0,0.8660254037844387,0.49999999999999994,50.5,1.0676532769556026,47.3,0,0.99,4.42,fabric
64.72,60.8,9.0,6.123233995736766e-17,1.0,134.6,1.1263598326359832,119.5,0,0.9285,0.8,buttons
29.94,35.7,28.0,-0.4999999999999998,0.8660254037844387,189.4,1.2518175809649703,151.3,0,0.7232,1.1,buttons
79.56,95.9,27.0,-0.4999999999999998,0.8660254037844387,431.6,1.8326963906581741,235.5,0,0.8564,2.03,zippers
107.08,132.0,7.0,0.5000000000000001,0.8660254037844386,7.8,0.03586206896551724,217.5,1,0.99,1.32,zippers
123.17,156.9,23.0,-0.4999999999999998,0.8660254037844387,369.9,1.4760574620909817,250.6,0,0.7634,4.7,thread
164.57,114.0,8.0,-1.8369701987210297e-16,-1.0,0.0,0.0,159.1,1,0.838,2.73,fabric
81.71,106.1,16.0,-1.0,1.2246467991473532e-16,61.1,0.45092250922509225,135.5,1,0.7219,2.08,buttons
93.67,108.5,21.0,-0.8660254037844387,0.49999999999999994,589.5,2.4120294599018,244.4,0,0.7581,2.3,thread
116.91,109.1,11.0,1.0,-2.4492935982947064e-16,279.3,2.4435695538057742,114.3,0,0.5954,0.64,trims
219.15,247.9,23.0,-0.5000000000000004,-0.8660254037844384,0.0,0.0,201.5,1,0.99,2.13,dye_chemicals
52.28,45.0,5.0,-1.0,1.2246467991473532e-16,459.3,4.028947368421052,114.0,0,0.8567,4.09,buttons
266.56,294.1,8.0,0.8660254037844384,-0.5000000000000004,213.1,1.1500269832703722,185.3,0,0.738,1.93,buttons
