delay_days,is_anomaly,is_delayed,month_cos,month_sin,order_quantity,quantity,quantity_per_lead_time,requested_lead_time_days,supplier_avg_lead_time_days,supplier_cancellation_rate,supplier_defect_rate,supplier_on_time_rate,supplier_order_volume_last_year
0.0,0,0,6.123233995736766e-17,1.0,649.0,649.0,34.1578947368421,19.0,20.8,0.0051,0.017,0.9099,28.0
7.35,0,1,-0.8660254037844387,0.49999999999999994,535.5,535.5,76.5,7.0,12.2,0.046,0.0188,0.8455,128.0
7.41,0,1,-0.8660254037844387,0.49999999999999994,217.8,217.8,72.60000000000001,3.0,3.5,0.0143,0.0145,0.9222,135.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,744.3,744.3,33.83181818181818,22.0,12.6,0.0,0.0321,0.963,63.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,1082.8,1082.8,83.29230769230769,13.0,10.1,0.0098,0.0159,0.8386,125.0
4.78,0,1,-0.8660254037844387,0.49999999999999994,651.0,651.0,31.0,21.0,18.1,0.0271,0.0317,0.9109,32.0
4.77,0,1,0.8660254037844387,0.49999999999999994,1006.8,1006.8,62.925,16.0,18.5,0.043,0.0195,0.8949,127.0
8.53,0,1,-1.0,1.2246467991473532e-16,552.0,552.0,32.470588235294116,17.0,23.2,0.0766,0.0553,0.7752,81.0
44.23,1,0,6.123233995736766e-17,1.0,57.7,57.7,2.622727272727273,22.0,18.1,0.0464,0.0083,0.8423,134.0
1.65,0,1,-1.0,1.2246467991473532e-16,489.7,489.7,27.205555555555556,18.0,18.3,0.0534,0.0443,0.84,137.0
3.60733618846725,0,1,6.123233995736766e-17,1.0,957.1,957.1,53.172222222222224,18.0,15.1,0.024,0.017,0.93,29.0
3.0,0,1,-0.8660254037844386,-0.5000000000000001,708.8,708.8,39.37777777777777,18.0,20.3,0.0251,0.0095,0.8963,124.0
3.38,0,1,1.0,-2.4492935982947064e-16,1133.0,1133.0,94.41666666666667,12.0,12.4,0.0,0.0058,0.9883,129.0
9.17,0,1,-0.5000000000000004,-0.8660254037844384,1029.8,1029.8,102.97999999999999,10.0,11.6,0.0107,0.0229,0.8234,120.0
4.13,0,1,0.5000000000000001,0.8660254037844386,710.5,710.5,26.314814814814813,27.0,25.2,0.0102,0.0443,0.868,153.0
1.62,0,1,-1.0,1.2246467991473532e-16,545.0,545.0,41.92307692307692,13.0,13.3,0.0,0.0284,0.9018,177.0
6.32,0,1,0.5000000000000001,-0.8660254037844386,787.2,787.2,52.480000000000004,15.0,15.7,0.0397,0.0099,0.9004,86.0
6.24,0,1,-0.8660254037844387,0.49999999999999994,645.0,645.0,23.035714285714285,28.0,20.0,0.0595,0.0618,0.8972,132.0
2.21,0,1,-0.8660254037844387,0.49999999999999994,720.9,720.9,60.074999999999996,12.0,8.0,0.0213,0.0277,0.9358,59.0
25.48,1,1,0.5000000000000001,0.8660254037844386,60.8,60.8,4.676923076923076,13.0,15.1,0.0249,0.0009,0.8898,63.0
0.0,0,0,0.8660254037844387,0.49999999999999994,655.0,655.0,24.25925925925926,27.0,21.3,0.024,0.001,0.8391,110.0
2.64,0,1,-1.0,1.2246467991473532e-16,547.8,547.8,39.128571428571426,14.0,18.1,0.0109,0.0599,0.8721,99.0
12.13,0,1,-0.8660254037844386,-0.5000000000000001,963.5,963.5,56.6764705882353,17.0,23.2,0.0573,0.0816,0.8448,80.0
8.61,0,1,0.8660254037844387,0.49999999999999994,1561.5,1561.5,74.35714285714286,21.0,18.0,0.0482,0.0323,0.897,91.0
11.56,0,1,6.123233995736766e-17,1.0,730.0,730.0,33.18181818181818,22.0,22.0,0.0571,0.0578,0.8177,120.0
8.48,0,1,0.8660254037844384,-0.5000000000000004,1246.8,1246.8,103.89999999999999,12.0,14.8,0.0,0.0189,0.7869,150.0
4.67,0,1,1.0,-2.4492935982947064e-16,620.9,620.9,206.96666666666667,3.0,17.2,0.0222,0.0078,0.9234,55.0
10.86,0,1,1.0,-2.4492935982947064e-16,680.3,680.3,30.922727272727272,22.0,22.1,0.0404,0.0732,0.8016,21.0
8.0,0,1,-0.4999999999999998,0.8660254037844387,1136.1,1136.1,37.87,30.0,31.7,0.0399,0.0532,0.7681,126.0
9.37,0,1,6.123233995736766e-17,1.0,929.8,929.8,77.48333333333333,12.0,11.5,0.0027,0.0296,0.9606,144.0
12.78,0,1,0.5000000000000001,-0.8660254037844386,597.9,597.9,49.824999999999996,12.0,21.0,0.0576,0.0599,0.7793,74.0
7.81,0,1,-0.5000000000000004,-0.8660254037844384,1183.2,1183.2,118.32000000000001,10.0,17.8,0.0038,0.0177,0.9327,148.0
10.98,0,1,-0.5000000000000004,-0.8660254037844384,948.1,948.1,118.5125,8.0,10.1,0.0098,0.0159,0.8386,125.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,536.4,536.4,35.76,15.0,15.8,0.0235,0.0076,0.9286,123.0
7.72,0,1,1.0,-2.4492935982947064e-16,944.1,944.1,78.675,12.0,12.0,0.0109,0.0082,0.8926,160.0
4.95,0,1,-0.8660254037844387,0.49999999999999994,922.7,922.7,57.66875,16.0,22.9,0.0463,0.0499,0.9113,119.0
0.0,0,0,0.5000000000000001,-0.8660254037844386,985.8,985.8,37.91538461538461,26.0,24.4,0.0381,0.0372,0.8119,130.0
0.0,0,0,0.5000000000000001,-0.8660254037844386,417.6,417.6,27.84,15.0,18.6,0.0396,0.0455,0.8475,101.0
13.04,0,1,-0.4999999999999998,0.8660254037844387,1097.8,1097.8,64.5764705882353,17.0,18.1,0.0518,0.0744,0.8159,105.0
3.58,0,1,-0.4999999999999998,0.8660254037844387,1473.6,1473.6,58.943999999999996,25.0,20.8,0.0139,0.0061,0.8504,186.0
11.67,0,1,-0.8660254037844386,-0.5000000000000001,638.2,638.2,33.58947368421053,19.0,15.0,0.0369,0.0796,0.8334,131.0
4.75,0,1,0.5000000000000001,0.8660254037844386,597.3,597.3,28.44285714285714,21.0,18.2,0.0626,0.042,0.8569,111.0
5.16,0,1,6.123233995736766e-17,1.0,736.0,736.0,33.45454545454545,22.0,21.7,0.04,0.0559,0.8938,131.0
13.636825855879747,0,1,0.8660254037844384,-0.5000000000000004,886.7,886.7,36.94583333333333,24.0,25.9,0.0918,0.0518,0.7675,53.0
1.78,0,1,-1.0,1.2246467991473532e-16,724.3,724.3,45.26875,16.0,13.7,0.0474,0.0516,0.9171,154.0
4.04,0,1,-1.0,1.2246467991473532e-16,691.4,691.4,98.77142857142857,7.0,7.8,0.0271,0.0122,0.8513,76.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,188.9,188.9,23.6125,8.0,10.1,0.0226,0.0242,0.9314,75.0
0.0,0,0,6.123233995736766e-17,1.0,648.7,648.7,29.486363636363638,22.0,21.0,0.0108,0.0256,0.9025,131.0
3.96,0,1,-0.8660254037844386,-0.5000000000000001,354.1,354.1,27.23846153846154,13.0,16.0,0.036,0.0882,0.7606,77.0
7.38,0,1,1.0,-2.4492935982947064e-16,1120.9,1120.9,74.72666666666667,15.0,12.9,0.0012,0.0198,0.8707,100.0
12.48,0,1,0.5000000000000001,-0.8660254037844386,397.2,397.2,16.55,24.0,28.3,0.0519,0.0555,0.8292,146.0
6.26,0,1,-1.8369701987210297e-16,-1.0,833.5,833.5,208.375,4.0,13.3,0.0,0.0284,0.9018,177.0
10.37,0,1,-0.5000000000000004,-0.8660254037844384,833.0,833.0,208.25,4.0,9.3,0.0338,0.034,0.8586,56.0
15.35,0,1,-0.8660254037844386,-0.5000000000000001,722.2,722.2,34.39047619047619,21.0,19.6,0.0507,0.0185,0.8694,71.0
2.24,0,1,-0.8660254037844387,0.49999999999999994,1149.6,1149.6,287.4,4.0,11.5,0.0,0.0246,0.8951,152.0
0.0,0,0,-0.8660254037844387,0.49999999999999994,715.0,715.0,35.75,20.0,15.2,0.0254,0.0507,0.8331,101.0
9.54,0,1,-1.8369701987210297e-16,-1.0,1188.0,1188.0,132.0,9.0,12.1,0.0145,0.0274,0.999,165.0
4.13,0,1,0.8660254037844384,-0.5000000000000004,478.7,478.7,25.19473684210526,19.0,15.5,0.0299,0.0338,0.9156,173.0
4.34,0,1,-0.5000000000000004,-0.8660254037844384,1219.6,1219.6,110.87272727272726,11.0,16.4,0.032,0.0472,0.9257,121.0
9.46,0,1,-0.8660254037844387,0.49999999999999994,848.5,848.5,65.26923076923077,13.0,12.6,0.0367,0.0341,0.9042,121.0
8.66,0,1,-0.8660254037844386,-0.5000000000000001,948.9,948.9,135.55714285714285,7.0,13.1,0.0367,0.0221,0.9179,33.0
7.27,0,1,0.8660254037844384,-0.5000000000000004,710.5,710.5,44.40625,16.0,19.7,0.0449,0.0714,0.7972,84.0
6.65,0,1,-1.8369701987210297e-16,-1.0,251.9,251.9,8.125806451612904,31.0,20.6,0.0214,0.0607,0.7443,64.0
3.09,0,1,-0.4999999999999998,0.8660254037844387,607.4,607.4,30.369999999999997,20.0,21.8,0.0418,0.0618,0.8706,129.0
5.09,0,1,6.123233995736766e-17,1.0,1110.5,1110.5,69.40625,16.0,17.4,0.019,0.0571,0.9897,150.0
5.39,0,1,0.5000000000000001,-0.8660254037844386,909.2,909.2,41.32727272727273,22.0,16.6,0.0385,0.0157,0.9274,160.0
6.3,0,1,-0.5000000000000004,-0.8660254037844384,816.4,816.4,90.71111111111111,9.0,15.5,0.037,0.0094,0.9888,159.0
9.46,0,1,-0.8660254037844386,-0.5000000000000001,481.5,481.5,19.26,25.0,26.1,0.0754,0.0587,0.7486,144.0
6.84,0,1,0.5000000000000001,0.8660254037844386,902.0,902.0,300.6666666666667,3.0,6.1,0.0147,0.0231,0.8732,85.0
11.06,0,1,-0.4999999999999998,0.8660254037844387,1327.6,1327.6,110.63333333333333,12.0,13.7,0.0478,0.0298,0.8475,113.0
8.17,0,1,0.5000000000000001,0.8660254037844386,691.1,691.1,40.65294117647059,17.0,15.3,0.0015,0.0303,0.8425,109.0
4.59,0,1,1.0,-2.4492935982947064e-16,654.0,654.0,81.75,8.0,15.0,0.0016,0.0597,0.999,211.0
4.43,0,1,-0.8660254037844387,0.49999999999999994,398.5,398.5,24.90625,16.0,14.8,0.0367,0.0282,0.9114,80.0
1.63,0,1,0.5000000000000001,-0.8660254037844386,315.2,315.2,19.7,16.0,17.3,0.0304,0.0,0.8370000000000001,142.0
0.0,0,0,-1.0,1.2246467991473532e-16,883.0,883.0,36.791666666666664,24.0,15.4,0.026,0.051,0.8829,135.0
0.0,0,0,-0.8660254037844386,-0.5000000000000001,802.0,802.0,33.416666666666664,24.0,17.5,0.0645,0.034,0.9087,140.0
8.83,0,1,-0.8660254037844387,0.49999999999999994,597.5,597.5,54.31818181818182,11.0,20.0,0.0465,0.0562,0.8176,80.0
4.89,0,1,1.0,-2.4492935982947064e-16,496.8,496.8,29.223529411764705,17.0,5.1,0.054,0.0473,0.9378,116.0
1.0,0,0,6.123233995736766e-17,1.0,647.5,647.5,43.166666666666664,15.0,10.1,0.0226,0.0242,0.9314,75.0
15.43,0,1,-0.4999999999999998,0.8660254037844387,478.9,478.9,18.41923076923077,26.0,25.9,0.0918,0.0518,0.7675,53.0
7.38,0,1,6.123233995736766e-17,1.0,605.1,605.1,30.255000000000003,20.0,19.6,0.0299,0.0373,0.8742,35.0
12.3,0,1,0.8660254037844384,-0.5000000000000004,671.6,671.6,44.77333333333333,15.0,18.7,0.0498,0.0561,0.7491,103.0
9.62,0,1,0.8660254037844387,0.49999999999999994,671.0,671.0,24.85185185185185,27.0,26.1,0.0755,0.0522,0.6691,85.0
12.21,0,1,1.0,-2.4492935982947064e-16,699.6,699.6,58.300000000000004,12.0,5.3,0.0281,0.0081,0.9376,100.0
0.0,0,0,-1.0,1.2246467991473532e-16,553.9,553.9,46.15833333333333,12.0,20.4,0.0129,0.0189,0.888,19.0
2.43,0,1,-0.4999999999999998,0.8660254037844387,671.8,671.8,22.39333333333333,30.0,26.1,0.0754,0.0587,0.7486,144.0
14.56,0,1,0.5000000000000001,-0.8660254037844386,857.8,857.8,65.98461538461538,13.0,14.9,0.0,0.0234,0.8561,24.0
1.65,0,1,0.8660254037844387,0.49999999999999994,616.5,616.5,77.0625,8.0,13.1,0.0332,0.0421,0.9546,13.0
3.2,0,1,1.0,-2.4492935982947064e-16,766.6,766.6,76.66,10.0,13.0,0.0,0.0132,0.9853,133.0
11.13,0,1,1.0,-2.4492935982947064e-16,690.0,690.0,62.72727272727273,11.0,12.1,0.0676,0.0645,0.7843,86.0
12.21,0,1,6.123233995736766e-17,1.0,1035.9,1035.9,34.53,30.0,29.8,0.0408,0.0671,0.7113,104.0
14.88,0,1,0.8660254037844387,0.49999999999999994,403.0,403.0,14.925925925925926,27.0,24.0,0.0859,0.0726,0.6708,113.0
1.03,0,0,6.123233995736766e-17,1.0,475.4,475.4,33.957142857142856,14.0,14.6,0.0183,0.0424,0.9008,95.0
7.27,0,1,-0.8660254037844387,0.49999999999999994,1104.5,1104.5,157.78571428571428,7.0,9.2,0.0558,0.0336,0.8590000000000001,115.0
2.9,0,1,0.5000000000000001,0.8660254037844386,532.9,532.9,23.169565217391302,23.0,14.5,0.0268,0.0388,0.9043,39.0
13.87,0,1,0.5000000000000001,-0.8660254037844386,887.8,887.8,49.32222222222222,18.0,18.0,0.0405,0.0472,0.8495,115.0
4.14,0,1,-0.4999999999999998,0.8660254037844387,484.8,484.8,20.2,24.0,24.8,0.0774,0.0785,0.7928,188.0
35.11,1,1,6.123233995736766e-17,1.0,2913.1,2913.1,582.62,5.0,14.5,0.0525,0.0445,0.8294,93.0
10.29,0,1,0.5000000000000001,-0.8660254037844386,639.4,639.4,53.28333333333333,12.0,9.9,0.0164,0.0397,0.8829,80.0
5.97,0,1,-0.5000000000000004,-0.8660254037844384,798.0,798.0,44.333333333333336,18.0,17.7,0.0173,0.0426,0.9748,79.0
7.84,0,1,0.5000000000000001,0.8660254037844386,868.0,868.0,39.45454545454545,22.0,22.0,0.0398,0.0386,0.7058,74.0
6.32,0,1,-0.8660254037844386,-0.5000000000000001,793.5,793.5,52.9,15.0,11.2,0.0176,0.0526,0.93,132.0
9.11,0,1,0.8660254037844384,-0.5000000000000004,1022.6,1022.6,78.66153846153847,13.0,12.2,0.0248,0.0231,0.8854,111.0
7.51,0,1,0.5000000000000001,0.8660254037844386,676.0,676.0,23.310344827586206,29.0,23.3,0.0428,0.0408,0.8463,129.0
10.53,0,1,1.0,-2.4492935982947064e-16,826.3,826.3,118.04285714285713,7.0,10.4,0.0,0.0088,0.9516,142.0
11.55,0,1,1.0,-2.4492935982947064e-16,948.0,948.0,35.111111111111114,27.0,29.6,0.0688,0.0346,0.711,93.0
15.74,0,1,-1.8369701987210297e-16,-1.0,1051.8,1051.8,45.7304347826087,23.0,18.2,0.0217,0.0438,0.8534,138.0
11.58,0,1,-1.0,1.2246467991473532e-16,1219.4,1219.4,87.10000000000001,14.0,21.5,0.0509,0.0359,0.8619,157.0
5.72,0,1,0.8660254037844387,0.49999999999999994,910.1,910.1,60.67333333333333,15.0,17.3,0.0629,0.0523,0.7888,28.0
6.72,0,1,1.0,-2.4492935982947064e-16,592.4,592.4,65.82222222222222,9.0,8.4,0.0291,0.0269,0.8995,135.0
3.53,0,1,0.5000000000000001,-0.8660254037844386,249.5,249.5,9.24074074074074,27.0,15.1,0.0137,0.0449,0.9154,106.0
6.36,0,1,-0.8660254037844387,0.49999999999999994,676.0,676.0,32.19047619047619,21.0,18.7,0.0286,0.0531,0.8479,5.0
9.88,0,1,-0.4999999999999998,0.8660254037844387,413.9,413.9,14.782142857142857,28.0,25.3,0.0532,0.0741,0.922,172.0
0.0,0,0,0.5000000000000001,0.8660254037844386,687.3,687.3,52.86923076923077,13.0,15.1,0.0056,0.0158,0.9237,125.0
8.67,0,1,1.0,-2.4492935982947064e-16,1189.8,1189.8,91.52307692307691,13.0,19.6,0.027,0.0,0.9079,36.0
1.7,0,1,0.8660254037844387,0.49999999999999994,741.8,741.8,43.63529411764706,17.0,16.8,0.0285,0.017,0.999,156.0
5.86,0,1,-0.5000000000000004,-0.8660254037844384,296.0,296.0,26.90909090909091,11.0,19.2,0.0374,0.0348,0.838,90.0
9.18,0,1,0.5000000000000001,-0.8660254037844386,973.9,973.9,324.6333333333333,3.0,10.0,0.0017,0.0238,0.991,77.0
6.33,0,1,-1.0,1.2246467991473532e-16,601.5,601.5,22.27777777777778,27.0,25.7,0.0555,0.0604,0.802,32.0
2.84,0,1,-1.0,1.2246467991473532e-16,686.6,686.6,57.21666666666667,12.0,15.8,0.0387,0.0615,0.8183,155.0
5.14,0,1,-0.8660254037844386,-0.5000000000000001,570.6,570.6,20.37857142857143,28.0,22.6,0.0544,0.0692,0.9199,72.0
6.68,0,1,0.8660254037844387,0.49999999999999994,703.2,703.2,46.88,15.0,14.0,0.0061,0.0502,0.9835,96.0
8.64,0,1,-1.0,1.2246467991473532e-16,768.2,768.2,51.21333333333334,15.0,19.0,0.0467,0.0629,0.7509999999999999,77.0
8.77,0,1,-0.4999999999999998,0.8660254037844387,1031.8,1031.8,46.9,22.0,23.0,0.0386,0.058,0.8270000000000001,137.0
0.29,0,0,0.5000000000000001,-0.8660254037844386,484.1,484.1,60.5125,8.0,12.5,0.0175,0.0,0.8876,262.0
1.23,0,0,-0.8660254037844387,0.49999999999999994,749.8,749.8,29.991999999999997,25.0,20.1,0.0632,0.0501,0.8435,118.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,929.9,929.9,61.99333333333333,15.0,19.5,0.0,0.0188,0.9922,115.0
14.18,0,1,-0.5000000000000004,-0.8660254037844384,769.2,769.2,32.050000000000004,24.0,22.1,0.048,0.065,0.8535,82.0
0.17,0,0,-1.0,1.2246467991473532e-16,1044.1,1044.1,47.459090909090904,22.0,10.0,0.0171,0.0118,0.9145,81.0
13.94,0,1,1.0,-2.4492935982947064e-16,480.9,480.9,17.81111111111111,27.0,23.8,0.0524,0.0531,0.7482,67.0
3.29,0,1,-0.8660254037844386,-0.5000000000000001,415.6,415.6,69.26666666666667,6.0,11.3,0.0403,0.0303,0.9979,101.0
1.93,0,1,0.5000000000000001,0.8660254037844386,618.6,618.6,24.744,25.0,18.4,0.0418,0.0489,0.8842,77.0
7.97,0,1,-0.5000000000000004,-0.8660254037844384,1022.6,1022.6,78.66153846153847,13.0,20.8,0.0085,0.0339,0.8601,150.0
0.0,0,0,0.8660254037844387,0.49999999999999994,769.8,769.8,42.766666666666666,18.0,21.3,0.0338,0.0288,0.845,36.0
9.11,0,1,0.5000000000000001,0.8660254037844386,936.5,936.5,85.13636363636364,11.0,20.4,0.0522,0.0364,0.9312,57.0
10.56,0,1,1.0,-2.4492935982947064e-16,855.5,855.5,38.88636363636363,22.0,20.3,0.0484,0.0222,0.7172,91.0
9.82,0,1,-1.8369701987210297e-16,-1.0,855.0,855.0,35.625,24.0,28.6,0.0393,0.0581,0.784,104.0
3.47,0,1,-1.0,1.2246467991473532e-16,710.5,710.5,142.1,5.0,7.3,0.001,0.0099,0.8932,142.0
0.1,0,0,1.0,-2.4492935982947064e-16,1542.1,1542.1,85.67222222222222,18.0,12.4,0.0,0.0058,0.988,129.0
4.34,0,1,0.5000000000000001,-0.8660254037844386,807.0,807.0,47.470588235294116,17.0,18.3,0.0174,0.0349,0.818,68.0
2.58,0,1,-0.4999999999999998,0.8660254037844387,715.0,715.0,79.44444444444444,9.0,13.8,0.0271,0.0058,0.8942,96.0
0.55,0,0,-1.8369701987210297e-16,-1.0,884.1,884.1,68.00769230769231,13.0,6.8,0.0193,0.0095,0.8879,154.0
10.22,0,1,0.5000000000000001,-0.8660254037844386,1037.7,1037.7,57.650000000000006,18.0,22.6,0.0544,0.0692,0.9199,72.0
5.0,0,1,6.123233995736766e-17,1.0,581.4,581.4,30.599999999999998,19.0,22.0,0.0398,0.0386,0.7058,74.0
7.55,0,1,-0.8660254037844387,0.49999999999999994,946.9,946.9,49.83684210526316,19.0,21.4,0.0199,0.0969,0.8101,81.0
6.64,0,1,-0.8660254037844386,-0.5000000000000001,1320.2,1320.2,88.01333333333334,15.0,13.2,0.057,0.0193,0.9059,102.0
5.47,0,1,-0.4999999999999998,0.8660254037844387,724.3,724.3,60.35833333333333,12.0,19.9,0.0685,0.0688,0.8824,87.0
0.0,0,0,0.5000000000000001,-0.8660254037844386,953.1,953.1,50.16315789473684,19.0,12.6,0.0,0.0321,0.9627,63.0
0.0,0,0,-0.5000000000000004,-0.8660254037844384,638.2,638.2,25.528000000000002,25.0,10.5,0.0234,0.0026,0.938,123.0
5.23,0,1,-0.4999999999999998,0.8660254037844387,703.2,703.2,21.309090909090912,33.0,22.8,0.0358,0.0596,0.8675,52.0
8.68,0,1,-0.5000000000000004,-0.8660254037844384,631.1,631.1,70.12222222222222,9.0,9.8,0.0474,0.0232,0.8762,58.0
32.2,1,1,-0.8660254037844387,0.49999999999999994,73.2,73.2,6.654545454545455,11.0,9.2,0.0558,0.0336,0.8592,115.0
3.07,0,1,-0.8660254037844386,-0.5000000000000001,841.0,841.0,35.041666666666664,24.0,24.9,0.0534,0.0288,0.8356,84.0
0.0,0,0,-0.8660254037844387,0.49999999999999994,439.6,439.6,31.400000000000002,14.0,18.0,0.0482,0.0323,0.8974,91.0
7.11,0,1,-0.8660254037844386,-0.5000000000000001,1384.2,1384.2,125.83636363636364,11.0,15.3,0.024,0.0402,0.9670000000000001,138.0
8.8,0,1,-1.8369701987210297e-16,-1.0,347.5,347.5,12.87037037037037,27.0,27.7,0.0455,0.0842,0.9001,71.0
5.54,0,1,-0.4999999999999998,0.8660254037844387,180.8,180.8,12.914285714285715,14.0,12.2,0.046,0.0188,0.845,128.0
0.0,0,0,-1.0,1.2246467991473532e-16,676.5,676.5,61.5,11.0,13.1,0.0332,0.0421,0.955,13.0
2.91,0,1,0.5000000000000001,-0.8660254037844386,456.7,456.7,26.86470588235294,17.0,19.0,0.0525,0.0639,0.8205,124.0
0.0,0,0,6.123233995736766e-17,1.0,483.4,483.4,26.855555555555554,18.0,16.0,0.0309,0.0285,0.8448,102.0
4.41,0,1,0.5000000000000001,-0.8660254037844386,584.9,584.9,36.55625,16.0,22.3,0.0274,0.0545,0.8169,88.0
17.03,0,1,-0.5000000000000004,-0.8660254037844384,1005.1,1005.1,52.9,19.0,24.5,0.0666,0.0833,0.8072,93.0
4.57,0,1,-1.0,1.2246467991473532e-16,386.5,386.5,42.94444444444444,9.0,5.1,0.054,0.0473,0.9378,116.0
15.74,0,1,1.0,-2.4492935982947064e-16,814.9,814.9,45.27222222222222,18.0,21.1,0.0552,0.05,0.7791,97.0
8.65,0,1,0.5000000000000001,0.8660254037844386,519.2,519.2,25.96,20.0,18.5,0.043,0.0195,0.8949,127.0
14.81,0,1,0.5000000000000001,-0.8660254037844386,948.4,948.4,135.4857142857143,7.0,16.7,0.0193,0.0405,0.843,179.0
4.81,0,1,0.5000000000000001,0.8660254037844386,337.3,337.3,16.061904761904763,21.0,19.1,0.0418,0.0479,0.8576,119.0
4.92,0,1,-1.8369701987210297e-16,-1.0,984.7,984.7,42.81304347826087,23.0,23.6,0.0464,0.0546,0.856,65.0
5.62,0,1,-0.4999999999999998,0.8660254037844387,230.8,230.8,9.616666666666667,24.0,24.8,0.0289,0.0618,0.775,31.0
5.35,0,1,-0.8660254037844387,0.49999999999999994,468.1,468.1,33.43571428571429,14.0,11.4,0.0452,0.0169,0.8878,126.0
8.97,0,1,0.5000000000000001,0.8660254037844386,917.0,917.0,38.208333333333336,24.0,23.8,0.0957,0.0944,0.686,11.0
7.13,0,1,-0.4999999999999998,0.8660254037844387,292.6,292.6,12.721739130434784,23.0,23.3,0.0324,0.0085,0.8675,85.0
7.93,0,1,-0.8660254037844386,-0.5000000000000001,972.9,972.9,97.28999999999999,10.0,10.9,0.0004,0.014,0.999,77.0
4.18,0,1,6.123233995736766e-17,1.0,705.9,705.9,39.21666666666667,18.0,20.0,0.0515,0.0407,0.8142,117.0
1.14,0,0,1.0,-2.4492935982947064e-16,810.8,810.8,67.56666666666666,12.0,8.3,0.0235,0.0131,0.8190000000000001,77.0
10.06,0,1,6.123233995736766e-17,1.0,710.5,710.5,71.05,10.0,17.8,0.0478,0.0494,0.7971,100.0
3.19,0,1,-1.0,1.2246467991473532e-16,813.1,813.1,30.114814814814817,27.0,14.1,0.005,0.0316,0.9507,74.0
4.39,0,1,6.123233995736766e-17,1.0,1235.2,1235.2,68.62222222222222,18.0,16.6,0.042,0.0262,0.9721,153.0
5.58,0,1,0.8660254037844387,0.49999999999999994,954.5,954.5,38.18,25.0,28.3,0.0519,0.0555,0.8292,146.0
1.31,0,0,0.5000000000000001,-0.8660254037844386,592.0,592.0,34.8235294117647,17.0,13.1,0.0332,0.0421,0.955,13.0
0.0,0,0,0.5000000000000001,0.8660254037844386,874.5,874.5,87.45,10.0,9.9,0.0388,0.048,0.9129,80.0
7.27,0,1,-0.8660254037844387,0.49999999999999994,851.6,851.6,44.82105263157895,19.0,15.7,0.0297,0.0198,0.7574,110.0
17.13,0,1,0.8660254037844384,-0.5000000000000004,630.8,630.8,25.232,25.0,24.6,0.0657,0.0792,0.689,144.0
7.28,0,1,1.0,-2.4492935982947064e-16,344.2,344.2,57.36666666666667,6.0,12.0,0.029,0.0176,0.9139,75.0
3.33,0,1,6.123233995736766e-17,1.0,863.2,863.2,95.91111111111111,9.0,8.7,0.0237,0.02,0.999,118.0
9.06,0,1,-1.8369701987210297e-16,-1.0,614.3,614.3,87.75714285714285,7.0,12.5,0.0247,0.005,0.977,107.0
0.65,0,0,0.5000000000000001,-0.8660254037844386,840.0,840.0,56.0,15.0,17.2,0.0418,0.0255,0.9725,139.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,642.7,642.7,49.43846153846154,13.0,18.2,0.0182,0.0273,0.983,128.0
10.06,0,1,0.5000000000000001,0.8660254037844386,761.0,761.0,152.2,5.0,9.9,0.0388,0.048,0.9129,80.0
0.0,0,0,0.8660254037844387,0.49999999999999994,554.1,554.1,25.186363636363637,22.0,17.0,0.0195,0.0211,0.9382,77.0
0.0,0,0,-0.4999999999999998,0.8660254037844387,424.5,424.5,24.970588235294116,17.0,14.5,0.0284,0.007,0.897,65.0
15.26,0,1,-1.0,1.2246467991473532e-16,916.0,916.0,38.166666666666664,24.0,22.2,0.0721,0.0801,0.7982,56.0
6.36,0,1,-1.0,1.2246467991473532e-16,284.1,284.1,12.35217391304348,23.0,25.6,0.0526,0.0499,0.8412,169.0
5.5,0,1,-0.8660254037844387,0.49999999999999994,117.4,117.4,6.178947368421053,19.0,20.0,0.0474,0.0202,0.7932,132.0
13.99,0,1,6.123233995736766e-17,1.0,601.8,601.8,20.75172413793103,29.0,23.3,0.0467,0.0692,0.7989,22.0
45.13,1,1,-0.8660254037844386,-0.5000000000000001,110.9,110.9,11.09,10.0,17.1,0.0183,0.0315,0.834,114.0
7.69,0,1,6.123233995736766e-17,1.0,694.1,694.1,63.1,11.0,16.0,0.0548,0.044,0.926,41.0
6.87,0,1,-0.8660254037844387,0.49999999999999994,728.1,728.1,145.62,5.0,7.8,0.0406,0.0294,0.9739,162.0
7.31,0,1,-0.5000000000000004,-0.8660254037844384,484.6,484.6,16.153333333333332,30.0,29.8,0.0665,0.0659,0.7378,117.0
18.75,0,1,-0.5000000000000004,-0.8660254037844384,703.2,703.2,22.683870967741935,31.0,27.8,0.0691,0.0716,0.7858,102.0
0.0,0,0,-1.0,1.2246467991473532e-16,832.4,832.4,32.01538461538461,26.0,17.4,0.019,0.0571,0.9897,150.0
0.0,0,0,0.5000000000000001,0.8660254037844386,1232.7,1232.7,72.51176470588236,17.0,10.8,0.0069,0.0224,0.913,72.0
8.03,0,1,0.8660254037844384,-0.5000000000000004,822.8,822.8,28.372413793103448,29.0,28.9,0.0707,0.1061,0.8198,108.0
