Unnamed: 0,material_code,material_category,unit_cost,lead_time_days,reorder_level,supplier_on_time_rate,as_of_date,quantity_on_hand,forecast_demand_next_30_days,actual_demand_next_30_days,stockout_within_lead_time,notes
542,MAT-02375,Trims,5.82,18,136.6,0.7705,12-23-2024,111.4,202.5,227.72,0,
23111,MAT-00665,ZIPPERS,,11,185.6,0.576,2023-01-30,296.3,76.6,88.08,0,
5045,MAT-02995,trims,23.32,15,94.4,0.8881,2024/09/15,92.8,42.5,43.55,0,
40963,MAT-01718, packaging,3.0,11,154.8,0.6496,19/11/2024,,142.7,136.93,0,
12533,MAT-02866,buttons,7.44,19,136.0,87.7%,15-Aug-2024,48.8,151.1,154.15,1,
37467,MAT-01319, trims,1.2,15,164.8,0.7341,04/03/2023,368.0,90.1,81.24,0,
41125,MAT-02211,trims,5.11,12,156.7,82.1%,10-30-2023,0.0,101.7,103.54,1,
33348,MAT-01734,packaging,4.0,17,227.8,,03-19-2025,334.2,123.3,101.3,0,
25488,MAT-02169,trims,,10,273.7,0.6051,11-Oct-2023,279.0,213.0,171.22,0,
8505,MAT-02893,fabric,0.91,9,120.9,0.8528,2023/09/20,218.0,127.3,142.58,0,
10214,MAT-01612,dye_chemicals,$1.08,20,163.5,0.878,2025-01-04,289.5,132.1,87.66,1,
38317,MAT-02962,packaging,,6,251.0,0.9356,04-Feb-2025,392.9,133.1,127.96,0,
32724,MAT-01781,packaging,2.43,31,231.3,0.9646,04/05/2025,693.4,130.1,158.43,0,re-check qty
3240,MAT-00831,trims,3.89,17,245.1,95.8%,21/02/2024,227.0,144.1,114.93,0,
40272,MAT-01021,zippers,7.3,19,265.0,0.8,2023-04-25,499.169388657517,156.9,101.91544972921561,0,
19365,MAT-02755,zipers,4.02,18,222.3,0.8669,2024/10/04,569.4,132.7,228.5,0,
6687,MAT-01980,thread,0.95,27,152.0,0.99,24-Jan-2024,380.5,115.2,89.44,0,
33082,MAT-01558,PACKAGING,10.67,13,142.2,96.6%,10-Jun-2024,276.0,86.6,93.78,0,
39524,MAT-00033,fabric,8.95,21,55.4,,05-03-2023,122.4,81.9,84.25,0,
24172,MAT-01543,Trims,1.31,13,108.6,0.8159,2025-01-16,105.8,93.4,96.97,0,
40352,MAT-00081,dye_chemicals,7.77,38,117.2,0.8495,03-Jan-2023,198.1,104.4,93.53,0,
30982,MAT-00709,packaging,5.81,21,137.0,,06-Jan-2025,69.9,122.0,114.32,1,
31750,MAT-02732,dye_chemicals,2.21,19,157.6,0.9746,16/07/2023,74.9,158.5,184.68,1,
2354,MAT-02455,thread,3.55,19,81.2,0.99,16-Mar-2025,0.0,58.8,56.08,1,
7027,MAT-01874,thread,6.09,23,134.1,0.8325,2025-03-08,136.3,73.4,80.37,1,
25159,MAT-00367,thread,1.55,20,208.3,0.99,2024-02-02,420.2,135.6,141.23,1,
5467,MAT-01973,trims,5.23,35,88.7,0.8094,2025/01/28,88.8,45.4,63.18,0,
19935,MAT-00275, buttons,7.12,12,164.8,0.747,2024-02-29,158.0,142.4,89.74,0,
22739,MAT-02563,thread,6.02,11,140.6,0.8874,10-23-2023,467.4,262.6,292.28,0,
26172,MAT-00666,packageing,$5.77,5,113.8,0.99,08-13-2024,291.2,100.3,89.25,0,
5801,MAT-00741,buttons,3.44,25,176.4,0.916,2025-03-21,0.0,115.6,80.82,1,
27119,MAT-02755,zipers,4.02,18,222.3,0.8669,28-Mar-2024,210.1,148.3,125.32,0,
33167,MAT-01489,trims,$5.67,12,115.0,0.6702,22/03/2023,0.0,38.0,33.79,1,
38515,MAT-00917,zipers,1.48,27,235.5,0.8297,2024-07-11,483.5,123.0,107.19,0,
21246,MAT-00737,fabric,$0.77,9,115.7,0.6476,07/05/2025,36.4,67.5,51.04,0,
6375,MAT-02006,fabric,2.69,15,263.6,0.7849,06-22-2024,0.0,215.2,152.36,1,
9433,MAT-01113,trims,8.15,3,129.4,0.919,2023/08/22,69.3,157.6,169.07,0,
31886,MAT-02658,DYE-CHEMICALS,,18,236.9,0.7432,2024-12-07,273.2,226.1,259.26,0,
36343,MAT-02494,buttons,2.54,19,192.2,0.8788,19/01/2024,123.2,118.3,112.97,0,
11925,MAT-00472,zippers,$5.67,18,183.9,0.7157,15-Jul-2024,376.3005892795371,101.2,113.33884918607448,0,
20868,MAT-00531,fabric,11.14,8,125.8,0.8768,14/02/2025,404.4,82.5,83.65,1,
9778,MAT-02424,zippers,5.14,22,205.2,0.6162,04-20-2023,299.3,184.5,214.59,0,
7968,MAT-00915,fabric,1.65,21,161.9,0.9483,01-Mar-2024,,105.2,96.37,1,
21928,MAT-00162,fabric,2.41,10,209.7,0.8386,2024-02-18,387.5,129.8,136.74,0,
44355,MAT-00430,thread,1.73,32,155.8,0.7312,2025/05/10,322.3,56.0,62.69,0,re-check qty
44776,MAT-02284,fabric,6.41,21,199.7,0.9818,2024-05-24,355.3,91.2,133.89,0,
31610,MAT-00560,trims,3.18,20,139.7,0.8823,22-Aug-2024,232.6,79.5,92.21,0,
33029,MAT-00375,dye_chemicals,$4.11,10,139.5,0.9718,2025-06-16,-134.8,60.6,57.31,0,
36762,MAT-00742,Dye Chemicals,2.91,18,140.7,0.8926,21/04/2025,293.3,87.5,73.36,0,
28962,MAT-00983,zippers,2.09,33,45.7,0.99,16/05/2023,28.1,43.8,38.16,1,
9497,MAT-01834,packaging,3.45,19,133.4,0.872,2024/05/04,192.3,66.1,58.33,0,see email
37496,MAT-01327,thread,0.47,15,203.6,0.857,03-04-2024,199.1,98.3,70.44,0,
5217,MAT-02259,fabric,10.64,22,155.5,0.827,09-24-2024,453.1,200.8,116.25,0,
1873,MAT-00896,dye_chemicals,4.47,9,167.2,0.7069,02-Sep-2024,188.8,168.9,180.9,0,
38404,MAT-00222,dye_chemicals,$0.96,10,171.4,0.99,2023/09/13,228.8,108.2,107.34,0,
33034,MAT-02989,packaging,2.76,13,175.7,0.99,07/06/2025,0.0,90.7,105.48,1,
12566,MAT-01784,packaging,3.02,21,64.1,95.6%,05/06/2024,133.7,67.7,55.11,0,
2979,MAT-00274,zippers,$3.19,17,172.2,0.8168,2024-04-07,142.1,114.9,139.18,0,
21413,MAT-00244,dye_chemicals,$2.48,17,209.7,0.8377,01/04/2025,300.1,115.9,120.38,0,
35599,MAT-01459,fabric,7.07,7,119.6,0.9665,15-Feb-2025,56.1,59.1,56.29,0,
30567,MAT-00072,dye_chemicals,,22,91.9,0.7609,2024/08/30,74.4,130.8,139.04,1,
30772,MAT-01621,zippers,$1.04,8,221.4,0.9085,23-Jan-2024,378.4,95.0,137.61,0,
19002,MAT-02508,thread,2.27,12,218.2,,2025-02-14,404.1,123.1,173.72,0,
8059,MAT-00137,dye_chemicals,6.89,20,232.3,0.8196,24-Apr-2023,163.4,97.7,76.75,0,
36098,MAT-01685,dyechemicals,$4.68,13,182.3,0.7864,2025-06-06,0.0,102.3,61.4,1,re-check qty
22436,MAT-00124,packaging,$5.02,3,198.5,0.7082,2024/07/20,518.1,123.0,123.06,0,
44757,MAT-01757,packaging,13.77,19,264.0,0.8749,2023-03-02,62.2,132.7,206.35,0,
13846,MAT-01401,fabric,4.03,20,128.1,0.8925,12-Jun-2025,15.4,32.7,48.65,1,
4843,MAT-00120,dye_chemicals,1.09,21,130.8,0.5203,2023-05-23,266.4,85.1,64.83,0,
29228,MAT-02083,buttons,1.51,7,84.2,,08/10/2023,83.5,95.2,99.81,0,
1379,MAT-00024,dyechemicals,8.63,19,116.5,0.7082,2025/03/26,190.0,83.7,65.09,0,
27976,MAT-02222,thread,,26,192.4,0.8256,08-04-2024,150.7,139.1,256.13,0,
11673,MAT-02038,dye_chemicals,2.61,19,182.6,0.8771,07/10/2023,302.2,174.4,202.75,0,
28971,MAT-00875,dye_chemicals,3.73,11,116.7,0.8754,12-05-2024,213.7,43.6,19.04,0,
28243,MAT-00818,trims,1.29,26,216.3,,30/10/2024,561.1,219.9,264.27,0,
840,MAT-02786,trim,0.74,20,159.7,0.6395,2024/02/01,341.9,97.7,49.65,1,
30364,MAT-00008,dye_chemicals,4.96,17,130.1,73.2%,16/03/2023,188.6,69.3,61.05,0,
16160,MAT-00258,dyechemicals,2.99,20,154.4,0.9068,2023-03-12,335.1,51.9,46.62,0,
18253,MAT-01824,buttons,2.25,6,66.4,91.6%,11-12-2024,92.6,34.7,33.0,0,
8207,MAT-00631,dye_chemicals,1.82,26,188.0,0.7588,20/07/2024,0.0,62.3,58.87,1,
27266,MAT-01508,fabric,1.76,17,106.6,,2023-03-17,264.4,32.8,34.0,0,
20309,MAT-01419,fabric,,22,179.1,0.7814,2024/01/31,24.3,78.6,51.96,1,
4448,MAT-01285,fabric,,24,136.3,0.8916,05-30-2023,295.7,117.5,113.48,0,
26814,MAT-02811,packaging,2.58,8,136.9,0.9536,2023/02/10,0.0,106.6,159.22,1,
2961,MAT-01762,trims,2.28,18,121.2,0.8458,2024-08-26,204.9,132.9,154.54,0,
41567,MAT-00448,buttons,6.02,27,147.1,0.743,10-02-2023,210.4,209.4,200.59,0,
35159,MAT-00159,dye_chemicals,2.73,4,165.6,0.8477,02-05-2025,102.6,42.5,39.94,0,
738,MAT-02759,dye_chemicals,$3.92,22,252.2,0.8117,17/04/2024,216.6,138.2,143.46,0,
16430,MAT-02149,trims,0.8,19,237.4,0.8159,2023/05/01,252.9,155.7,156.96,0,
41387,MAT-02004, trims,2.93,24,241.0,0.8255,2024/04/07,535.7,148.4,84.64,0,
21168,MAT-00227,fabric ,5.0,21,126.1,0.9366,2023/06/08,306.6,82.2,69.04,0,
2427,MAT-02864,buttons,$3.52,9,85.1,0.99,16-Aug-2023,64.6,61.4,96.68,1,
1529,MAT-02598,thred,10.47,8,104.7,0.99,05-31-2024,74.6,57.2,81.78,0,
137,MAT-01770,zippers,7.95,19,217.8,,03-30-2024,162.6,170.6,137.6,0,
3963,MAT-01467,buttons,3.16,26,284.6,0.8381,2025/02/03,190.0,114.8,161.91,1,
27820,MAT-00020,Dye Chemicals,1.88,17,212.2,68.3%,09-23-2024,673.7,134.3,172.61,0,
27500,MAT-00368,packaging,$3.42,28,166.5,0.9042,28-Mar-2023,288.6,25.7,26.22,0,
30918,MAT-02447,zippers,9.39,19,128.8,0.99,02/06/2023,0.0,32.8,44.59,1,
23354,MAT-00482,dye_chemicals,5.19,11,79.8,0.6992,2024-04-19,122.3,62.7,69.56,1,
34999,MAT-02874,buttons,3.42,15,31.3,0.7063,15/08/2024,0.0,85.1,84.02,1,
43774,MAT-00850,Dye Chemicals,3.99,15,190.6,0.9239,17-Aug-2023,112.1,183.7,151.61,1,
29506,MAT-02377,buttons,1.02,10,75.5,0.6682,21-Jul-2023,76.4,67.2,45.9,0,
31900,MAT-02968,packaging,3.2,6,233.2,0.99,16-Jun-2025,189.1,185.5,143.2,0,
2285,MAT-02620,packaging,1.98,24,153.5,0.9224,2024-04-15,84.0,54.3,67.17,1,
1285,MAT-02397,dye_chemicals,5.6,9,169.1,0.8376,04-03-2024,0.0,46.5,61.91,1,
26678,MAT-01734,packaging,$4.00,17,227.8,78.3%,07-13-2024,93.2,116.3,76.18,0,
38079,MAT-00766,dye_chemicals,9.21,15,102.1,0.9464,2025-01-02,100.6,26.9,34.95,0,
40767,MAT-01620,thread,1.45,12,117.3,85.4%,19/02/2025,163.0,33.4,38.1,0,
34113,MAT-02580,trims,1.1,15,265.6,0.7996,2024/04/20,499.8,143.0,101.2,0,
10642,MAT-01820,Buttons,2.53,15,96.2,0.8428,2024/01/20,78.7,35.5,30.34,0,
16381,MAT-01253,packaging,$2.87,21,234.5,0.99,2024-10-17,562.4,223.2,216.05,1,
15735,MAT-00767,thread,1.04,23,111.1,0.7183,2024-10-08,0.0,227.8,162.58,1,
41549,MAT-01377,Dye Chemicals,1.25,32,178.8,0.8616,2024/12/02,175.4,119.5,138.21,0,
38564,MAT-00043,packaging,1.41,17,136.3,0.671,29-Mar-2024,49.8,53.4,77.4,0,
9435,MAT-00100,zippers,$0.31,22,128.9,83.9%,11-24-2023,267.2,139.6,131.73,0,
36146,MAT-02423,trims,0.89,14,118.9,0.7605,2023/03/27,549.6,45.7,45.02,0,n/a
35902,MAT-00062, trims,2.06,19,174.3,0.8833,08-15-2024,585.8,104.7,112.67,0,
16788,MAT-01029,Dye Chemicals,1.96,24,86.2,0.7343,2024/09/07,6.8,60.5,79.14,1,
666,MAT-01020,zippers,2.09,26,273.9,0.8534,10-10-2023,489.8,242.0,299.36,0,
28321,MAT-00016,ZIPPERS,1.31,23,147.1,0.99,2023-08-07,369.1,88.2,85.59,0,see email
11664,MAT-02859,dyechemicals,$3.06,14,146.7,0.89,2024-03-08,417.3,112.3,140.34,0,
23889,MAT-02052,zippers,$5.56,14,100.6,0.99,11-14-2024,269.1,45.6,41.67,0,
23192,MAT-00688,trims,2.46,11,264.6,0.603,2023/12/02,735.1,182.5,269.37,0,
42850,MAT-01783,zippers,2.47,7,174.3,99.0%,2025/05/05,52.3,124.6,94.69,0,
22245,MAT-00318,fabric,1.29,18,321.3,0.99,12-07-2024,359.6,305.8,299.05,0,
9167,MAT-02989,packaging,2.76,13,175.7,0.99,02-14-2025,33.9,109.4,103.46,1,
1704,MAT-01665,zippers,4.67,31,210.0,0.7183,23-Nov-2023,232.8,226.3,259.22,0,
11733,MAT-00762,fabric,6.15,16,149.8,99.0%,2023-01-31,229.8,61.9,70.79,0,
35901,MAT-01673,zippers,2.58,15,174.2,0.7456,2024/07/19,340.3,121.4,90.36,0,
41939,MAT-02424,zippers,5.14,22,205.2,0.6162,03/11/2023,354.7,213.9,307.83,0,
42938,MAT-00023,trim,3.09,24,150.4,0.8093,06-24-2023,0.0,108.7,35.175996133438986,1,
24246,MAT-01377,dye_chemicals,1.25,32,178.8,0.8616,2024/10/22,79.4,82.7,108.42,1,
12547,MAT-00327,trims,5.26,14,99.6,0.5955,05-03-2025,119.7,43.0,43.08,0,
9388,MAT-02342,zippers,2.05,20,154.5,0.8454,2023-11-03,127.3,139.7,160.75,1,
33595,MAT-02168,trims,,-19,64.9,0.9483,2024/04/18,52.8,21.6,34.17,0,n/a
32751,MAT-02592,zippers,2.13,12,219.9,0.5827,02/09/2023,78.5,191.8,240.4,1,
25849,MAT-02543,buttons,3.87,15,113.6,,24/05/2024,150.1,85.9,100.96,0,
41076,MAT-00117,zippers,1.49,13,95.3,0.8371,2025-04-13,29.5,75.0,81.61,1,
38746,MAT-02694,thread,1.44,20,88.3,93.2%,18/07/2024,18.7,70.5,65.2,1,
39635,MAT-02220,packaging,3.67,11,110.8,0.7526,02/06/2024,14.5,112.3,68.02,1,
29903,MAT-02722,zippers,1.35,16,128.6,0.7704,2024/04/01,76.2,34.3,67.54,0,
16849,MAT-02626,fabric,1.95,12,187.6,0.7767,24/02/2024,325.5,79.4,66.84,0,
15370,MAT-02540,trims,11.84,26,276.1,0.8325,08-Nov-2023,386.5,197.9,241.82,0,
34347,MAT-00788,buttons,1.0,3,127.0,0.7435,24-Jun-2023,178.7,78.8,93.49,0,
11739,MAT-00395,packaging,1.42,18,210.8,0.9364,2023-06-10,323.2,164.2,129.14,0,
38517,MAT-00720,buttons,$2.62,16,205.0,0.7074,28-Dec-2023,585.2,205.5,223.12,0,
18521,MAT-02364, thread,5.36,21,188.2,0.9727,2024-06-18,120.1,75.0,125.06,0,
12866,MAT-00060,Buttons,1.66,15,153.5,62.0%,2025/05/16,199.4,64.2,68.31,0,
22568,MAT-02067,dye_chemicals,14.63,3,183.8,0.899,14-Jan-2023,-458.6,87.2,88.78,0,
26679,MAT-02202,zippers,2.47,29,152.4,0.8697,2024/01/21,222.5,125.8,121.28,0,
2468,MAT-01549,thread,$4.07,28,168.0,0.8599,29/09/2023,350.6,283.1,222.24,0,
28255,MAT-00551,buttons,3.59,8,179.6,0.7936,02-26-2025,92.9,153.3,150.63,0,
36393,MAT-01113,trims,8.15,3,129.4,0.919,06/01/2025,66.9,108.7,101.83,0,
24851,MAT-02606,zippers,,12,193.9,0.9541,2023/11/03,187.2,182.0,164.63,0,customer requested rush
5652,MAT-02043,zipers,3.43,22,162.7,68.7%,03-17-2024,327.3,61.6,78.46,0,
21697,MAT-01356,buttons,$10.66,21,196.0,62.3%,07-Feb-2023,368.6,52.7,40.84,0,
15871,MAT-01811,Packaging,0.93,3,217.2,0.9691,2024-03-31,0.0,78.0,43.48,1,
9522,MAT-01985,thread,2.92,21,171.5,0.99,2023-06-28,321.1,145.2,126.17,0,
18865,MAT-01992,packaging,1.11,19,190.5,0.779,28-Aug-2024,479.9,268.2,235.6,0,
15784,MAT-00246,packaging,$2.35,16,128.2,0.9841,2023-04-01,99.8,99.2,114.45,0,
32120,MAT-02049,trim,4.55,15,232.5,0.7294,27-May-2025,132.3,191.7,142.28,0,
42338,MAT-00651,zippers,1.36,18,153.1,0.8165,2023-08-25,97.7,213.7,251.17,1,
42679,MAT-02663,dye_chemicals,0.42,8,253.6,0.8568,2024-08-27,265.0,292.1,297.91,1,
39640,MAT-01473,thread,$10.01,23,138.9,0.99,22-Nov-2024,254.8,135.8,95.64,0,phone confirmed
42046,MAT-00401, trims,2.88,5,110.4,0.9854,21/02/2025,102.6,45.3,,0,
1716,MAT-02085,fabric,,17,100.8,0.8202,23-Dec-2023,215.3,60.9,71.15,1,
14745,MAT-02616,trims,1.76,26,182.7,0.838,2024/03/20,334.0,109.3,124.49,0,
16420,MAT-01070,trims,3.77,11,171.3,0.6606,11-27-2023,51.8,96.1,157.24,1,
23458,MAT-02399,Thread,2.05,14,160.8,0.8137,16-Oct-2024,254.6,142.2,91.77,0,
35359,MAT-02599,FABRIC,2.08,12,280.4,,2023/07/31,0.0,140.4,178.01,1,
16467,MAT-01575,zippers,,22,178.2,0.5605,08-Dec-2023,152.2,88.7,93.5,0,
5609,MAT-01097,fabric,2.29,12,122.7,0.8856,2024/01/30,232.4,95.8,82.33,0,
23169,MAT-02866,buttons,7.44,19,136.0,0.8772,2024/07/25,106.5,108.9,49.49,1,
3491,MAT-02753,ZIPPERS,4.4,27,153.4,0.8273,01-Feb-2024,290.7,138.3,94.76,0,
17889,MAT-02231,packageing,2.86,16,187.4,0.9301,27/06/2024,16.9,118.8,127.2,1,
32354,MAT-01591, thread,1.02,28,194.3,0.7744,03-21-2023,343.6,154.0,95.31,0,
24526,MAT-00838,Fabric,1.06,3,190.7,0.9809,06-05-2023,436.9,67.7,88.98,0,
14253,MAT-01650,dye_chemicals,3.33,16,269.8,0.8166,08-23-2023,790.3,220.4,252.46,0,
29957,MAT-01568,zippers ,1.63,26,191.1,0.9426,2024-12-10,316.8,78.7,67.01,0,
43267,MAT-02061,buttons,2.16,26,99.5,0.9182,2023/11/24,42.8,88.8,,1,
44188,MAT-00849,buttons,1.96,14,117.2,67.6%,01/11/2024,197.9,179.1,193.28,0,
21588,MAT-02941,zippers,3.05,9,90.6,0.9415,2024-09-19,80.6,56.2,64.69,0,
38656,MAT-00129,packageing,0.77,3,67.1,0.8134,19/07/2024,77.7,57.4,58.7,0,
2801,MAT-00258,dye_chemicals,2.99,20,154.4,0.9068,30-Dec-2023,174.2,83.4,69.67,0,
5168,MAT-01375,zippers,6.4,19,190.0,0.99,2024/12/10,328.4,202.2,175.66,0,
675,MAT-00540,buttons,2.96,15,95.2,0.6924,24/03/2024,13.2,61.7,52.44,1,
43038,MAT-01313,buttons,3.24,11,262.5,0.7648,30-Oct-2024,226.8,226.5,176.5,0,
34794,MAT-00560,trims,,20,139.7,,2025/04/15,124.9,52.3,68.03,0,
11710,MAT-00582,thread,5.4,19,197.2,0.9015,12-10-2023,146.2,243.4,133.16,0,
33424,MAT-00976,buttons,4.4,30,115.9,0.9445,05-Jan-2024,177.4,71.1,80.51,0,
2160,MAT-00861, trims,12.26,26,50.2,0.6556,2024-07-01,97.4,66.4,86.06,0,customer requested rush
1319,MAT-01176,thred,0.56,15,166.3,58.2%,2024/12/18,0.0,114.8,115.7,1,
7440,MAT-01826,packaging,1.9,9,204.2,0.8468,03/03/2024,431.4,160.7,143.28,0,phone confirmed
26480,MAT-00865,fabric,8.14,12,214.3,0.8084,2024/12/17,425.4,168.0,145.08,0,
44866,MAT-02926,fabric,$4.57,21,99.8,0.9758,06-15-2025,0.0,46.7,43.79,0,
38205,MAT-01498,fabric,1.41,20,208.7,0.8634,24/03/2023,183.9,149.3,210.88,0,
27418,MAT-01617,DYE-CHEMICALS,,24,172.7,74.9%,25/07/2024,225.5,55.0,77.78,0,
39300,MAT-01386,Fabric,2.13,21,247.5,99.0%,2024/11/06,380.9,335.6,318.28,0,
4765,MAT-02844,packaging,3.03,6,195.1,71.8%,27-Jan-2025,410.8,52.2,35.66,0,
6274,MAT-02664,trims,2.21,36,141.2,0.8468,2023-06-17,194.9,92.8,99.95,0,
24628,MAT-00737,febric,$0.77,9,115.7,64.8%,05-20-2024,195.8,66.4,60.71,0,
40161,MAT-02014,fabric,,9,153.4,0.99,06-Oct-2024,222.4,121.0,125.57,0,
4812,MAT-01485,zippers,4.78,3,178.1,86.0%,2023/05/19,263.5,88.6,66.05,0,
44067,MAT-00368,packaging,3.42,28,166.5,90.4%,12-22-2024,86.2,41.2,39.4,0,customer requested rush
42727,MAT-02688,fabric,3.1,23,164.2,0.8436,03-Nov-2024,80.1,160.4,196.31,1,
13623,MAT-02224,trims,3.07,24,172.0,0.8613,04-Mar-2023,190.9,61.6,46.0,0,customer requested rush
43154,MAT-01556,buttons,12.42,14,150.1,0.7305,14/11/2023,391.9,141.1,111.69,0,
41499,MAT-00799,FABRIC,4.22,3,177.1,95.6%,21/02/2023,267.9,92.5,92.64,0,
29614,MAT-01543,trims,1.31,13,108.6,0.8159,2025-03-08,93.5,122.3,88.21,0,
27842,MAT-00086,buttons,2.32,28,221.8,0.9699,2024/01/12,160.3,133.6,84.08,1,
17595,MAT-02191,BUTTONS,0.92,3,175.6,0.7117,04-15-2024,284.4,110.3,135.49,0,
10238,MAT-01776,Thread,4.17,24,207.9,0.7758,02-28-2025,230.9,112.2,103.84,0,
42030,MAT-02347,Packaging,6.17,22,187.7,,2024/10/21,266.2,232.8,217.23,0,phone confirmed
4751,MAT-00144,Packaging,1.47,19,109.2,0.99,2024/08/09,150.3,28.4,,0,
10151,MAT-00449,buttons,1.41,18,159.9,91.8%,2023-09-21,283.6,156.3,132.37,0,
11609,MAT-00912,thread,1.63,13,143.9,0.6765,18/08/2023,108.5,119.6,91.12,0,
36451,MAT-00749,buttons,1.14,13,194.4,87.0%,30-Jan-2023,273.8,183.6,235.13,0,
10254,MAT-01622,Dye Chemicals,1.12,20,70.2,0.7223,08-09-2023,133.0,81.9,84.95,0,
20908,MAT-01908,fabric,,34,197.3,0.99,11-Feb-2023,496.2,79.6,113.52,0,
18886,MAT-02529,packaging,$11.28,10,152.0,0.9457,01-Jun-2023,162.3,50.0,65.31,0,
17169,MAT-01836,dye_chemicals,1.02,35,91.7,0.5892,23/05/2023,297.3,38.3,38.01,1,
23986,MAT-00891,zippers,$1.25,32,191.2,0.9384,26/03/2025,40.9,84.2,101.8,1,
38224,MAT-02388,buttons,4.79,24,143.2,0.99,2023/10/28,256.5,121.5,155.41,0,
15544,MAT-02896,zipers,2.51,17,146.8,0.8334,08-13-2023,0.0,146.1,184.85,1,
19115,MAT-00587,buttons,9.58,24,248.0,0.8653,10-23-2023,642.7,222.2,233.07,0,
38077,MAT-00440,trim,6.51,12,179.2,0.7266,2024-06-09,176.2,47.0,26.71,0,
14612,MAT-02981,fabric,1.0,15,232.5,0.8802,03-19-2023,288.5,120.7,99.39,0,
24312,MAT-00221,PACKAGING,3.76,19,195.3,0.8834,2025/03/08,291.1,73.3,64.78,0,phone confirmed
36391,MAT-02634,dye_chemicals,5.07,19,91.8,0.9654,2025-03-29,23.1,51.6,54.6,1,
27516,MAT-01780,packaging,2.18,14,195.0,0.787,12-Aug-2023,16.5,195.5,176.23,1,
35744,MAT-02702,zippers,2.46,23,171.4,0.7183,2024-04-21,,45.9,47.23,0,
32883,MAT-00446,thread,3.88,16,163.6,0.6233,2023-12-29,117.4,124.1,78.47,0,
15674,MAT-00733,thread,2.83,24,261.6,,30-Apr-2025,137.2,143.4,152.93,1,
13918,MAT-00005,BUTTONS,2.73,13,129.7,,2024/01/06,214.7,36.4,47.13,0,phone confirmed
13876,MAT-01277,trims,3.7,29,118.1,0.8099,08-09-2024,130.6,165.3,141.59,0,
42780,MAT-02497,zippers,$3.11,12,85.8,0.712,2024-03-08,91.1,66.1,55.97,0,
34775,MAT-01336,dye_chemicals,2.51,21,40.3,86.7%,2024-08-23,86.5,57.8,95.76,0,
20688,MAT-00432, trims,6.28,12,123.2,84.1%,2023-07-26,394.2,39.1,52.66,0,
3857,MAT-02187,dye_chemicals,$5.30,29,238.9,0.99,2024/07/19,117.2,113.9,125.32,1,
181,MAT-00236,trims,6.09,10,121.1,0.9001,14-Nov-2024,212.5,150.1,152.28,0,
37611,MAT-01998,packaging,1.41,25,206.5,98.1%,2023-06-05,321.1,114.0,,0,
12529,MAT-02013,thread,10.2,20,182.1,0.4472,29/09/2024,82.2,216.6,214.39,1,
35044,MAT-01382,Packaging,4.14,15,235.4,0.9718,2024-06-06,-393.8,123.5,182.35,0,
8598,MAT-01929,thread,1.47,13,203.4,64.8%,12-02-2024,263.8,128.5,95.74,0,
1186,MAT-02686,packaging,2.42,26,171.1,0.8569,2023-12-03,238.8,82.5,106.59,0,
36324,MAT-02146,FABRIC,6.72,16,223.4,90.7%,01/10/2023,378.6,191.8,330.16,0,
19339,MAT-00516, fabric,$1.07,6,217.1,0.7933,2024/08/10,489.6,231.3,135.46,0,
34710,MAT-02301,zippers,1.96,11,149.3,0.7478,22/10/2024,62.7,97.7,104.26,1,
25218,MAT-01964, thread,,29,164.6,0.7111,2025/01/08,269.2,80.4,98.09,0,
1290,MAT-01157,fabric ,1.69,6,98.2,0.8544,2023-05-07,186.2,62.5,60.75,0,
5644,MAT-02008,dye_chemicals,7.21,17,190.9,0.6266,08-25-2024,276.8,169.3,203.04,0,
24514,MAT-00806,zippers,4.95,23,145.7,0.7895,2023-03-14,419.0,48.7,66.08,0,
14817,MAT-00915,fabric,1.65,21,161.9,0.9483,01-Apr-2024,0.0,86.4,86.81,1,
10245,MAT-01594,DYE-CHEMICALS,1.69,15,196.3,0.6597,2024/07/30,13.1,139.1,280.24,1,
35034,MAT-02283,thread,1.46,26,211.4,0.8633,2024/12/03,76.8,159.3,228.38,1,
20399,MAT-00768,packaging,2.74,8,139.8,0.7503,2025/04/14,212.4,44.2,22.92,0,
37183,MAT-00066,fabric,$7.33,26,98.1,0.8979,09/01/2024,0.0,37.6,68.59,0,
16725,MAT-00695,zippers,3.37,26,250.1,0.8138,21/11/2023,438.7,237.6,263.89,0,
44444,MAT-01573,zippers,,20,152.9,,2023-05-09,383.7,52.4,63.04,0,
1095,MAT-01007,thread,2.35,24,147.4,0.706,2025/06/04,169.7,50.9,70.67,0,
39187,MAT-02074,trims,$1.33,15,125.2,0.9439,07-30-2023,145.72478094280507,98.4,98.10348360181437,0,
20377,MAT-01610,dye_chemicals,$1.91,43,153.0,0.7333,18-Mar-2024,174.3,57.3,82.8,0,
42949,MAT-00610,thread,,15,226.5,0.99,04-09-2023,348.1,161.2,153.67,0,
20034,MAT-02282,dye_chemicals,$0.83,19,159.5,0.7373,01-07-2023,271.6,57.0,53.0,0,
3718,MAT-00060,buttons,1.66,15,153.5,0.6198,13/10/2024,0.0,149.4,172.79,1,TBC
19533,MAT-00122,zippers,2.13,15,189.5,0.7607,2025/05/27,531.2,92.8,57.47,0,
29841,MAT-01001,dye_chemicals,1.16,11,72.4,0.6849,2024-06-22,100.7,41.5,43.98,0,
26734,MAT-00736,trims,0.61,30,90.5,0.99,30/07/2024,177.3,61.1,55.64,0,
