Unnamed: 0,supplier_name,supplier_country,supplier_category,supplier_on_time_delivery_rate,supplier_defect_rate,supplier_cancellation_rate,supplier_avg_lead_time_days,supplier_order_volume_last_year,order_date,expected_delivery_date,quantity,delay_days,is_delayed,is_anomaly,notes
43502,"Garrett, Romero and Rhodes",Indonesia,dye_chemicals,0.7795,0.0647,0.0587,22.4,143,2024-12-13,28/12/2024,157.7,11.35,1,0,
26738,Jackson-Mcgee,BD,trims,0.9286,0.0076,0.0235,15.8,123,2024/01/01,21-Jan-2024,691.6,5.53,1,0,
4412,Hatfield Inc,Pakistan,dye_chemicals,0.9237,0.0158,0.0056,15.1,125,31-Jul-2024,2024/08/08,1078.5,12.17,1,0,
32447,Lambert Group,INDONESIA,trims,0.808,0.0579,0.0735,17.1,137,2024-01-29,2024-02-09,677.4,16.22,1,0,
43677,Cook-Joyce,Sri Lanka,zippers,93.5%,0.0435,0.0262,10.9,134,2024-06-21,2024/06/28,856.9,13.42,1,0,see email
45453,Richards LLC,ID,packaging,0.9129,0.048,0.0388,9.9,80,04/06/2024,2024-06-17,937.3,7.86,1,0,
3546,Beck-Peterson,Sri Lanka,thread,0.8638,0.0208,0.009,17.3,56,2024/07/24,10-Aug-2024,782,5.9,1,0,
23287,"Avila, Moore and Mosley",Indonesia,zippers,0.918,0.0712,0.0284,14.5,79,02-06-2023,01/03/2023,"1,082",5.54,1,0,
41753,Hayes Ltd,Sri Lanka,thread,0.8411,0.0519,0.0538,25.0,138,19-Jun-2024,18-Jul-2024,609.5,5.92,1,0,
3132,Gregory-Lopez,Bangladesh,fabric,0.8028,0.0318,0.0556,22.2,141,01/03/2024,20-Mar-2024,948.7,12.38,1,0,
47172,"Weiss, Jackson and Smith",India,fabric,0.9406,0.0578,0.0109,21.6,67,06-06-2024,28/06/2024,856.7,4.13,1,0,
41128,Brown-Rogers,LK,fabric,0.875,0.0124,,18.3,48,11-Apr-2024,28-Apr-2024,701.5,0.65,0,0,
33273,Harris LLC,Vietnam,thread,0.7816,0.053,0.0453,17.6,63,2023-05-04,2023/05/17,726.1,9.9,1,0,
28995,Fields-Austin,Bangla Desh,trims,0.8304,,0.0471,19.4,109,2025-05-29,20-Jun-2025,546.9,0.0,0,0,
56856,Graham-Gonzalez,Vietnam,Dye Chemicals,92.2%,0.003,0.0274,17.0,89,2024/02/29,16-Mar-2024,3200.7,48.74,1,1,
44357,Sims PLC,Pakistan,fabric,0.8965,0.0276,0.0621,23.4,93,08-09-2024,2024-09-05,685.9,13.67,1,0,
56420,Hawkins-Henry,India,buttons,0.8446,0.0541,0.0163,16.7,77,25-Nov-2023,09/12/2023,861.1,4.41,1,0,
50730,Gomez-Benson,India,buttons,0.821,0.0294,0.0,16.3,129,10/06/2023,06-25-2023,222.4,2.34,1,0,
53378,Peterson-Osborne,India,packaging,0.7892,0.0391,0.0398,26.3,24,29/08/2024,2024-09-21,460.2,8.09,1,0,phone confirmed
8237,"Miller, Beasley and Johnson",Indonesia,thred,0.7348,0.0628,0.0486,28.4,121,2025/04/11,05-12-2025,966.2,,1,0,
54010,Waters-Owens,Indonesia,trims,0.984,,0.0215,12.4,105,05-20-2023,2023-06-03,831.1,5.68,1,0,
56727,West-Giles,Indonesia,dye_chemicals,0.8395,0.0331,0.0259,9.0,87,06-02-2025,2025/06/05,586.7,6.42,1,0,
57414,"Little, White and Franco",Pakistan,dye chemicals,0.8087,0.0465,0.0474,18.4,116,2024-11-07,2024-11-28,786.4,13.1,1,0,
55617,Walters LLC,Vietnam,thread,0.8171,0.0424,,18.6,77,19/04/2024,09-May-2024,441.9,7.58,1,0,TBC
48264,Miller PLC,Indonesia,trim,0.7565,0.0623,0.0387,21.8,56,2023-10-20,2023-11-11,381.1,13.33,1,0,
37743,"Bryant, Sweeney and Strickland",China,trims,0.8112,0.0438,0.0402,14.3,161,2023/06/14,06-27-2023,720.9,6.71,1,0,
18851,Roberts-Shepherd,Pakistan,packaging,0.935,0.0421,0.0179,22.1,98,03-Apr-2023,01-May-2023,771.7,5.43,1,0,
20734,Atkinson-Lowe,Vietnam,buttons,0.9141,0.0039,0.0,9.9,24,24-Dec-2024,01-03-2025,1501.7,49.41,1,1,
10744,Collins-Church,VIETNAM,dye_chemicals,0.893,0.0446,0.0275,15.6,106,08-21-2023,11/09/2023,421.0,4.16,1,0,
27358,Perkins and Sons,Bangladesh,Trims,0.7466,0.0437,0.043,16.3,39,11-May-2023,27/05/2023,985,6.28,1,0,
26500,Murphy and Sons,India,febric,0.9305,0.0265,,18.8,63,28-Nov-2024,2024/12/09,995,10.89,1,0,
55154,"Mason, Gray and Henson",VN,zippers,0.9068,0.0037,0.0241,15.1,102,2023-04-20,05-01-2023,677.6,0.0,0,0,
55692,"Graves, Phelps and Frazier",Indonesia,thread,0.8675,0.0085,0.0324,23.3,85,10-Jul-2023,01-Aug-2023,699.8,8.26,1,0,
56264,Martinez PLC,India,buttons,0.7162,0.0842,0.042,27.8,87,26/09/2023,25-Oct-2023,736.7,8.22,1,0,
40842,Martin-Simmons,Pakistan,buttons,0.999,0.0238,0.0287,17.1,123,13-Mar-2025,2025-03-27,537.9,4.36,1,0,
38638,Smith-Ball,Bangladesh,fabric,0.7802,0.0761,0.0571,24.0,61,2025-01-05,2025-01-27,659,0.73,0,0,
42546,Pittman LLC,Sri Lanka,dye_chemicals,0.868,0.0443,0.0102,25.2,153,27-Jan-2023,2023/02/25,603,0.45,0,0,
6819,Soto Group,Vietnam,dye_chemicals,0.92,0.0169,0.0126,8.9,149,24-Apr-2023,2023-04-28,652.5,2.93,1,0,
21013,West-Orozco,Vietnam,fabric,0.7835,0.0412,0.0446,20.4,95,2023/03/20,04-14-2023,1384.6,11.89,1,0,
9648,Young-Gallagher,Indonesia,trims,0.7793,0.0599,0.0576,21.0,74,17-Mar-2023,2023/04/12,588.5,9.7,1,0,
1487,Cole PLC,BD, trims,0.7645,0.0837,0.0623,22.7,76,18/05/2025,02-Jun-2025,20.0,8.33,1,0,
37080,"Andrade, Peters and Baker",Indonesai,trims,0.8945,0.0584,0.005,14.1,174,27/03/2024,03-Apr-2024,269.6,7.48,1,0,
16473,Montes-Sanders,bangladesh,trims,91.1%,0.0282,0.0367,14.8,80,2023/08/04,2023/08/15,1273.1,9.78,1,0,
20198,Kelly-Jefferson,China,dye_chemicals,0.9627,0.0321,,12.6,63,03-21-2024,2024-03-27,992.7,2.34,1,0,
16463,George-Schwartz,Vietnam,zippers,0.9736,0.0,0.0356,10.1,138,09-03-2024,2024-09-11,119.1,45.53,1,1,
27495,Murphy and Sons,IN,fabric,0.9305,0.0265,0.0393,18.8,63,10-23-2024,2024/11/13,384.4,3.26,1,0,
22152,"Mitchell, Williams and Dickerson",Pakistan,buttons,0.9078,0.0183,0.0,15.8,76,04-18-2023,03-May-2023,985.9,2.69,1,0,
38346,Lee and Sons,India,fabric,0.8866,0.033,0.0265,14.5,149,2024-04-25,07-May-2024,1048.1,9.47,1,0,
24950,"Foster, Erickson and Howe",Vietnam,zippers,0.8594,0.0685,0.0217,21.1,112,2023/05/06,2023/05/20,408,4.1,1,0,
48722,"Little, White and Franco",Pakistan,dye_chemicals,0.8087,0.0465,0.0474,18.4,116,02-15-2024,07-Mar-2024,351.3,3.19,1,0,
15805,Cooper-Frazier,Indonesia,packaging,0.8973,0.0278,0.0421,14.5,108,13-Nov-2023,2023/11/24,839.3,3.87,1,0,
39771,"Brady, Walker and Hood",India,thread,0.999,0.0224,0.0376,18.0,175,13-Apr-2024,30/04/2024,746.6,0.0,0,0,
50266,Padilla-Mcdaniel,Bangladesh,fabric ,0.8068,0.0237,0.0515,13.6,47,2024-11-23,2024/12/13,831.5,9.21,1,0,
26487,Anderson-Davidson,Bangladesh,zippers,0.8021,0.0356,0.0257,19.7,84,13/05/2024,2024-06-10,1063.6,0.92,0,0,
43784,"Hall, Johnson and Anderson",China,thread,0.8445,0.0306,0.0265,14.3,84,03-Jul-2023,18/07/2023,798.7,3.14,1,0,
28011,Murphy and Sons,India,fabric,0.9305,0.0265,,18.8,63,03-22-2024,04/04/2024,500.5,7.13,1,0,
57370,"Andrade, Peters and Baker",indonesia,trims,89.5%,0.0584,0.005,14.1,174,2023-12-04,12-14-2023,964.7,9.16,1,0,
28880,"Dyer, Johnson and Lopez",India,packaging,0.9099,0.017,0.0051,20.8,28,12-14-2023,01-14-2024,572.7,0.0,0,0,
1871,Brooks-Morales,India,fabric,0.8294,0.0306,0.0539,18.5,60,2024/12/10,28-Dec-2024,677.5,9.9,1,0,
22511,Walter-Franklin,China,fabric,81.9%,0.0198,0.0563,11.0,58,2023/04/30,05-18-2023,536,5.49,1,0,
37134,"Taylor, West and Davis",India,fabric,0.999,0.0218,0.0074,6.9,84,08-Dec-2023,11-Dec-2023,581,10.71,1,0,
58566,"Dixon, Brown and Gordon",China,thread,0.7839,0.0669,0.0492,29.2,67,10-26-2024,2024/11/30,634.7,8.13,1,0,
9658,"White, Perkins and Fowler",Bangladesh,fabric,0.9171,0.0193,0.023,10.8,108,01-24-2023,07-Feb-2023,2195.6,47.86,1,1,
1657,"Wang, Williams and Johnson",Bangladesh,thread,0.8893,0.0299,,27.8,89,12-Aug-2023,04/09/2023,1112.3,14.57,1,0,
23217,"Fisher, Perez and Bowen",Srilanka,Thread,0.6691,0.0522,0.0755,26.1,85,07-10-2023,2023-08-03,493.3,10.67,1,0,
55476,Smith-Myers,India,thread,0.9852,0.0424,0.0396,17.0,127,16-Jun-2023,09/07/2023,642.9,0.75,0,0,phone confirmed
16964,"Gill, Webb and Garcia",india,zippers,0.8732,0.0614,0.0115,15.8,156,2025-03-30,04-08-2025,1253.6,6.29,1,0,n/a
29553,Gutierrez-Smith,India,buttons,84.4%,0.0587,0.037,27.8,103,2025-03-27,24/04/2025,747.6,6.53,1,0,
5535,"Pruitt, Campbell and Mcclure",Indonesia,packaging,70.9%,0.078,0.0698,26.7,108,12/03/2024,2024/04/09,1104.0,12.3,1,0,customer requested rush
20207,Stevens and Sons,India,zippers,0.9171,0.0516,0.0474,13.7,154,12-27-2024,01-05-2025,776.4,8.06,1,0,
14515,Hood Inc,VIETNAM,zippers,0.7858,0.0716,0.0691,27.8,102,22-Sep-2024,2024/10/27,551.2,13.38,1,0,customer requested rush
52017,Bridges PLC,china,dye_chemicals,0.8448,0.0285,0.0309,16.0,102,12-25-2024,10/01/2025,650.3,4.79,1,0,
1163,Payne-Blake,IN,fabric,0.9504,0.0,0.0127,6.3,98,2024/12/08,14-Dec-2024,710.0,5.71,1,0,
14066,Davis-Ortiz,Indonesia,THREAD,91.2%,0.008,0.0232,15.8,181,10-Feb-2024,02-23-2024,801.9,9.62,1,0,
14466,Harrell-Lambert,PAKISTAN,zippers,0.8592,0.0336,0.0558,9.2,115,2024/06/10,2024-06-25,1052.0,2.34,1,0,
5118,Ball-Smith,Viet Nam,packaging,81.0%,0.0659,0.0633,25.4,90,2024-03-31,18-Apr-2024,390.0,6.93,1,0,
13073,Smith-Camacho,Indonesia,buttons,0.9144,0.0,0.0109,12.6,146,23-Feb-2024,03-02-2024,729,6.1,1,0,
162,Frey and Sons,Sri Lanka,buttons,0.852,0.0246,0.032,12.3,156,12-10-2024,2024-12-23,1120.1,11.41,1,0,
2499,"Little, White and Franco",Pakistan,Dye Chemicals,0.8087,0.0465,0.0474,18.4,116,22/04/2023,05-May-2023,1093.8,12.58,1,0,
10812,"Cooper, Mcconnell and Hicks",Indonesia,packaging,0.7759,0.0645,0.0706,27.0,60,2025/05/13,13-Jun-2025,413.2,13.39,1,0,
2751,Morrison-Sims,Pakistan,fabric,0.7664,0.0881,0.0479,21.8,117,06/05/2024,2024-05-27,720.4,5.03,1,0,
926,Duncan-Phillips,India,zippers,0.9113,0.0499,0.0463,22.9,119,23-Sep-2024,13/10/2024,1384.5,11.6,1,0,
5640,Santos Ltd,Sri Lanka,buttons,0.7961,0.0694,,20.4,44,2024-04-14,2024-04-30,341.7,3.03,1,0,
16863,Perkins and Sons,Bangladesh,trims,0.7466,0.0437,0.043,16.3,39,2023-08-31,11-Sep-2023,491.9,10.97,1,0,
7046,Morrison-Bailey,Bangladesh,buttons,0.9418,,0.0202,16.1,75,17/08/2024,08-30-2024,892,6.27,1,0,
51306,Johnson Ltd,Pakistan,fabric,0.8495,0.0472,0.0405,18.0,115,2025/03/26,2025/04/06,509.2,10.14,1,0,
28522,Turner Group,LK,zippers,0.9072,0.018,0.0465,16.6,74,02-Jan-2024,21-Jan-2024,747.0,5.74,1,0,
21455,Ponce and Sons,Pakistan,packaging,0.7923,0.0183,0.0405,18.9,135,2025-04-27,2025-05-18,1190.4,6.46,1,0,
22725,Kim Ltd,Bangladesh,packaging,0.9193,0.04,0.0185,20.9,135,01-26-2025,12-Feb-2025,635.5,3.68,1,0,
56948,"Brock, Durham and Briggs",pakistan,thread,0.7306,0.0376,0.0108,13.3,56,15/07/2023,2023/07/27,882.4,12.34,1,0,
48922,Neal-Bryan,Indonesia,trims,0.6708,0.0726,0.0859,24.0,113,2023-04-15,2023-05-12,601.9,8.06,1,0,
48759,"Williams, Baird and Mcpherson",India,zippers,0.7924,0.0187,0.0334,14.0,158,2024/10/24,2024/11/03,62.2,34.78,1,1,
52757,Hughes Group,BD,trims,0.8494,,0.0295,21.2,121,18-May-2025,06/06/2025,497.6,7.02,1,0,
1110,"Schwartz, Rodriguez and Anderson",Pakistan,thread,0.999,0.017,0.0285,16.8,156,12/06/2025,28/06/2025,741,0.0,0,0,
28259,Ryan-Norris,Vietnam, trims,0.795,0.0729,0.0414,21.9,59,2025-06-08,2025/06/26,502.8,5.16,1,0,
1012,Potts-Coleman,China,fabric,0.8459,0.0385,0.0127,11.9,133,08/10/2024,16-Oct-2024,1222.2,11.49,1,0,
45570,Booth Group,Vietnam,zippers,0.8706,0.0618,0.0418,21.8,129,2024-11-09,11-25-2024,925.8,8.17,1,0,
14146,Dawson-Adams,Pakistan,fabric,0.9301,0.0307,0.015,13.6,71,14-Feb-2025,21-Feb-2025,144.6,47.37,1,1,
30176,Johnson-Higgins,China,TRIMS,0.9488,0.0028,0.0329,10.2,123,08-11-2024,2024-08-20,894.7,5.8,1,0,
19477,"Manning, Bolton and Gilbert",Bangladesh,packaging,0.8949,0.0195,0.043,18.5,127,05/07/2023,2023-07-13,809,2.1,1,0,
33022,Downs-Lee,Vietnam,zippers,0.9388,0.0098,0.0079,5.2,114,04-18-2023,2023-04-21,1070.7,6.59,1,0,
48096,Welch-Warren,Indonesia,packaging,0.8972,0.007,0.0284,14.5,65,26-Feb-2025,2025-03-01,348.5,4.5,1,0,
23505,Wilcox Group,Indonesia,zippers,0.8655,0.033,0.0048,7.5,104,2025/06/15,01-Jul-2025,914.0,0.0,0,0,
30924,"Smith, Johnson and Thompson",Indonesia,buttons,0.9365,0.0036,0.0039,14.9,146,11/06/2023,2023-06-28,643.2,0.0,0,0,
25810,"Klein, Sherman and Wilson",Srilanka,dye_chemicals,0.988,0.0145,0.028,21.3,131,02-Nov-2024,11-22-2024,756.1,0.0,0,0,
44450,Wilson-Schmidt,India,fabric,0.7811,0.082,0.0617,20.5,122,2024-10-22,2024-11-05,465.8,12.23,1,0,
24382,"Jackson, Jones and Reyes",Sri Lanka,fabric,0.8696,0.0494,0.0316,13.8,156,15-Aug-2024,04/09/2024,970.6,9.08,1,0,
19296,"Williams, Francis and Norris",Bangladesh,packaging,90.3%,0.0302,0.003,17.8,142,2023-10-10,22/10/2023,997.1,5.84,1,0,phone confirmed
47360,Waters-Owens,Indonesia,trims,0.984,0.0455,0.0215,12.4,105,22-Jul-2024,2024/08/06,350.0,5.6,1,0,
45248,Jackson and Sons,ID,trims,0.8254,0.026,0.0199,20.0,5,2024-02-27,2024/03/17,703.7,2.59,1,0,
50917,"Baker, Gregory and Hill",Bangladesh,zippers,0.7871,0.0352,0.0395,14.3,108,2024/09/23,13/10/2024,2574.8,41.75,1,1,
27611,Salazar Ltd,Indonesia,buttons,94.8%,0.0101,0.012,4.7,76,16/02/2025,2025/02/19,943.9,7.21,1,0,
1,Garcia PLC,Bangladesh,buttons,0.8909,0.0223,0.0417,16.2,59,18/12/2023,2023/12/29,917.8,14.6,1,0,
18040,Richardson Ltd,IN,dye_chemicals,0.7541,0.0589,0.0336,14.3,138,02/01/2023,2023-01-18,303,11.35,1,0,
47584,Brown Ltd,Indonesai,thread,0.802,0.0604,0.0555,25.7,32,2023/01/17,17/02/2023,861.0,4.79,1,0,
31984,Scott-Ford,Pakistan,packaging,0.7879,0.0878,0.0539,19.9,134,2023-02-21,16-Mar-2023,685.0,5.97,1,0,
15731,Santiago-Young,Indonesia,dye_chemicals,0.8999,0.0177,0.0452,16.0,143,2023-08-21,07/09/2023,302.9,10.78,1,0,
24705,"Elliott, Rodriguez and Burns",Bangladesh,FABRIC,0.9561,0.0,0.0335,16.4,101,09-21-2024,2024-10-02,817.5,7.88,1,0,
50482,"Orozco, Harris and West",Pakistan,Packaging,0.8159,0.0744,,18.1,105,30/09/2023,2023/10/14,587.1,5.77,1,0,
26374,"Warner, Wilcox and Rivera",Sri Lanka,trims,0.8702,0.0453,0.0403,10.8,96,2023/06/11,2023-06-21,2174.3,39.77,1,1,
42716,Vargas PLC,P.R. China,thread,0.834,,0.0183,17.1,114,01-08-2023,27/01/2023,430,9.14,1,0,
29062,"Manning, Bolton and Gilbert",Bangladesh,packaging,0.8949,0.0195,0.043,18.5,127,08-Jan-2024,02-01-2024,455.7,2.21,1,0,
5950,"Schneider, Diaz and King",Pakistan,trims,0.9717,0.0402,0.0298,22.1,79,24-Jul-2024,08-18-2024,-631.0,0.16,0,0,
38659,Shaw-Gillespie,India,buttons,0.8866,0.0478,0.0581,21.8,118,10-26-2023,2023-11-19,667.5,8.88,1,0,
53137,Richards LLC,Indonesia,PACKAGING,0.9129,0.048,0.0388,9.9,80,2024/12/22,2025/01/05,696.0,2.11,1,0,
20609,Price Group,China,Dye Chemicals,0.8932,0.0099,0.001,7.3,142,2023/03/02,2023-03-05,736.1,8.07,1,0,
20574,Simmons-Potts,Indonesia, thread,0.7178,0.0581,0.0257,24.3,34,20-Nov-2023,2023/12/14,493.2,8.07,1,0,
24337,"Miller, Prince and Hernandez",INDIA,trims,0.9001,0.0842,0.0455,27.7,71,01/12/2024,29-Dec-2024,856.3,8.69,1,0,
2076,Golden-Blair,India,fabric,0.913,0.0224,0.0069,10.8,72,01-27-2023,02-12-2023,934.7,5.67,1,0,
53889,Roberts-Gomez,China,PACKAGING,0.9606,0.0296,0.0027,11.5,144,04/03/2023,21/03/2023,947.3,5.11,1,0,
31994,"Robinson, Escobar and Davies",INDIA,fabric,0.8168,0.0516,0.023,25.1,88,2023/02/17,03-08-2023,932.5,2.75,1,0,
41735,Ware-Fuentes,Vietnam,thread,0.9301,,0.019,5.7,105,07/01/2023,20/01/2023,,,0,0,
47751,Klein-Velasquez,SRI LANKA,thread,0.999,0.0407,0.0116,14.9,159,2024/01/17,01-30-2024,601.8,0.0,0,0,
14214,Morris Ltd,Bangladesh,buttons,0.7398,0.0561,0.0449,27.6,75,19/11/2024,12-12-2024,119.7,52.11,1,1,
11596,Robles Ltd,Vietnam,packaging,99.9%,,0.0096,7.1,95,2024/10/11,2024/10/21,649.8,2.54,1,0,
58258,Nguyen-Mcpherson,Bangla Desh,packaging,0.9505,0.0107,0.0385,22.7,140,25-Apr-2023,2023-05-12,,0.07,0,0,
40753,Reyes-Brown,Sri Lanka,zippers,0.8281,0.0689,0.0194,13.2,112,17/07/2023,04-Aug-2023,751.3,0.78,0,0,TBC
8810,Brown-Tran,P.R. China,dyechemicals,0.882,0.0321,0.0439,20.8,99,2023/10/27,11-19-2023,384.3,8.26,1,0,
7886,Woods Ltd,Indonesia,fabric,0.9091,0.0367,0.0276,13.5,126,06-03-2024,2024/06/18,1022.5,8.28,1,0,
1963,"Young, Green and Stuart",Pakistan,zippers,0.9043,0.0388,0.0268,14.5,39,2024-12-23,05-Jan-2025,536.7,0.0,0,0,
20980,"Santos, Rose and Peck",Bangladesh,thread,0.6415,0.0791,0.0801,21.1,87,2024/12/05,2024-12-18,419.3,12.07,1,0,
343,Gonzalez and Sons,Vietnam,zippers,0.974,0.0066,0.04,13.7,103,2023-11-29,2023/12/15,928.5,3.0,1,0,
58435,"Lee, Jones and Hunt",China,fabric,0.9094,0.0398,0.0085,19.6,76,07-06-2024,2024/07/21,575.9,2.59,1,0,
29937,Fuller-Schmidt,china,fabric,0.9221,0.014,0.0381,20.1,82,28/06/2024,2024-07-10,627.7,10.25,1,0,
2084,Williams-Harris,bangladesh,thread,0.8963,0.0165,0.024,15.6,127,2024-05-21,2024-06-06,519.6,5.9779233649064425,1,0,
42870,"Dyer, Johnson and Lopez",India,packaging,0.9099,0.017,0.0051,20.8,28,2023/07/10,02-Aug-2023,746.8,4.7,1,0,
4907,Rodriguez LLC,Sri Lanka,fabric ,0.9068,0.0536,0.0727,19.3,57,02-Jun-2025,2025/06/20,843.5,5.04,1,0,
10144,"Morgan, Nelson and Rosario",India,trims,0.864,0.0425,0.0384,18.4,110,01-17-2024,28/01/2024,519.0,10.77,1,0,
49328,Baker Inc,Pakistan,dye_chemicals,0.6767,0.0921,0.0895,30.9,85,30/09/2024,06-Nov-2024,116.6,14.07,1,0,
45419,"Simpson, Lopez and Walker",China,packaging,0.8504,0.0061,0.0139,20.8,186,2024-02-10,12-Mar-2024,490.8,0.0,0,0,
53443,"Cooper, Harris and Vasquez", India ,zippers,0.7962,0.055,0.064,34.4,136,2024-06-04,28-Jun-2024,487,,1,0,
20510,Arellano Group,Bangladesh,dye_chemicals,0.7928,0.0785,0.0774,24.8,188,2023/10/13,28-Oct-2023,739.9,7.92,1,0,
30544,Gould-Foster,CN,buttons,84.6%,0.0241,0.0369,22.6,82,11-Jan-2025,2025-02-05,1120.6,3.9,1,0,
29691,Herrera LLC,Pakistan,ZIPPERS,0.899,0.0324,,18.8,98,09-24-2023,10-21-2023,506.2,7.56,1,0,
2287,Wolf-Banks,India,dye_chemicals,0.8118,0.0392,0.0102,11.2,94,22/01/2025,25/01/2025,602,11.98,1,0,
4519,Lee and Sons,India,fabric,0.8866,0.033,0.0265,14.5,149,04/01/2025,25-Jan-2025,640.7,1.33,0,0,
56138,Roberts Inc,Vietnam,buttons,0.8234,0.0338,0.0112,24.9,100,2024/09/06,06/10/2024,1230.0,10.5,1,0,
39585,Barton and Sons,Viet Nam,Trims,0.8554,0.0525,0.0573,20.3,65,2023-11-11,2023/11/29,639.1,9.88,1,0,
22450,Mueller-Knight,Pakistan,buttons,75.0%,0.0424,0.0166,29.3,156,23-Nov-2023,12-21-2023,742,4.07,1,0,
33695,Santos and Sons,Srilanka,fabric,93.0%,0.0526,0.0176,11.2,132,2025/04/11,2025-04-22,644.6,5.7,1,0,
26502,Martinez-Wright,Indonesia, thread,0.8429,,0.0227,13.1,128,2025-03-08,2025/03/21,694.3,6.47,1,0,
27993,"Cruz, Brown and Zamora",Pakistan,thread,74.2%,0.0849,0.0886,21.5,44,27-Mar-2024,04-20-2024,619.6,15.2,1,0,
18438,Sullivan and Sons,India,zippers,0.9297,0.0447,0.0613,22.1,102,11-28-2023,21-Dec-2023,157.4,0.0,0,0,
36668,Franklin and Sons, India ,trims,0.968,0.0309,0.0315,15.3,113,08-Feb-2025,2025/02/21,794.2,,0,0,
54818,Thomas-Walker,India,thread,0.8446,0.0288,0.0338,21.3,36,2024/11/14,12-07-2024,377.2,7.64,1,0,
15107,"Foley, Compton and Wright",Vietnam,trims,0.8508,0.0197,0.0322,19.7,159,27/05/2025,15-Jun-2025,1069.7,0.0,0,0,
131,"Swanson, Smith and Hernandez",Indonesia,zippers,0.8863,0.0079,0.0381,21.9,114,2024-07-30,2024-08-19,-2370.7,46.45,1,1,
26689,Watson Ltd,China,PACKAGING,0.9837,0.0316,0.0355,12.0,75,10-Oct-2023,10-23-2023,739.8,3.14,1,0,
9362,"Dixon, Williams and Fields",Sri Lanka,fabric,0.8258,0.0812,0.066,23.4,84,2024/09/30,2024-10-22,731.6,10.94,1,0,
31667,"Richardson, Sanchez and Young",Pakisthan,trims,0.9046,0.0103,0.0412,16.6,68,2025-03-19,24-Mar-2025,460.5,7.91,1,0,n/a
31311,Briggs LLC,Pakistan,fabric,0.8934,0.0504,0.0209,11.5,104,2023/12/02,2023/12/18,793.0,3.84,1,0,
11676,Morgan and Sons,Bangladesh,fabric,0.9125,,0.0162,15.1,80,23/04/2023,20/05/2023,565.9,3.99,1,0,re-check qty
21896,"Huynh, Rivera and Holden",Bangladesh,packaging,0.9593,0.0196,0.0049,16.5,28,2024/12/12,20/12/2024,357.0,2.75,1,0,
42551,Green Inc,India,buttons,0.9115,0.0632,0.0749,23.8,59,2024-01-09,01-Feb-2024,579.6,0.0,0,0,
34561,Rodriguez-Fuentes,indonesia,buttons,0.9826,0.0284,0.0007,16.4,161,07-11-2024,07-21-2024,707.2,0.99,0,0,
48079,Randall-Hendricks,Bangladesh,buttons,0.9211,0.0375,0.0318,18.1,38,16-Apr-2025,05-08-2025,412.5,0.32,0,0,
350,Herrera LLC,China,TRIMS,0.8513,0.0122,0.0271,7.8,76,2024/05/22,04/06/2024,769.2,1.98,1,0,
41270,Flores-Thompson,Bangladesh,buttons,0.8307,0.0593,0.0574,27.5,90,12/10/2023,2023-11-07,503,11.55,1,0,
57160,Walker and Sons,Sri Lanka,packaging,0.8425,0.0303,0.0015,15.3,109,06-Dec-2023,19/12/2023,697.8,4.22,1,0,
37249,"White, Palmer and Cantu",Bangladesh,thread,0.8591,0.0398,0.0398,12.0,108,2024-12-31,08-Jan-2025,563.8,,1,0,
46868,"Marquez, Moore and Atkinson",Bangladesh,zippers,0.8437,,0.0111,15.0,96,2025-03-27,2025/04/19,1055.6,4.68,1,0,see email
21610,Ferguson-Cruz,Pakistan,Dye Chemicals,0.8785,0.0151,0.0182,9.6,134,25/03/2023,28-Mar-2023,595,5.78,1,0,
1608,Meyer Group,Vietnam,fabric,0.8847,0.0334,,20.7,96,07-01-2023,15-Jul-2023,568.1,6.33,1,0,
12858,Mueller-Knight,Pakistan,Buttons,0.7505,,0.0166,29.3,156,24-Sep-2023,2023-10-28,667.7,5.71,1,0,
2156,Ryan-Norris,vietnam,trims,0.795,0.0729,0.0414,21.9,59,27-Jul-2024,2024-08-22,791.9,8.06,1,0,
2243,Cooper-Graham,Bangla Desh,buttons,0.8872,0.0357,0.0402,20.2,31,2025-02-18,03-14-2025,703.6,5.28,1,0,
56345,Tapia LLC,Viet Nam,buttons,0.7549,0.0286,0.0573,15.2,69,2024-03-21,2024/03/26,439,8.73,1,0,
31309,"Morris, Ford and Norris",Sri Lanka,thread,0.9264,0.0511,0.0367,16.1,135,20/10/2024,10-27-2024,569.6,4.57,1,0,
8105,Dawson and Sons,Pakisthan,zippers,0.689,0.0792,0.0657,24.6,144,13-Jan-2023,05-Feb-2023,722.8,17.3,1,0,
57934,Lopez-Mata,China,thread,0.8439,0.0512,0.0464,25.2,109,10/08/2023,04/09/2023,859.1,12.64,1,0,
34059,Woodard-Adams,Pakistan,buttons,0.999,0.0597,0.0016,15.0,211,03-Apr-2025,10/04/2025,763.2,4.47,1,0,
22057,Lee-Sharp,India,thread,0.7242,0.075,0.0821,25.2,118,28-May-2023,25/06/2023,,8.77,1,0,
1374,Stein-Bryant,Sri Lanka,Thread,0.999,0.0555,0.0037,16.2,140,08-Apr-2024,2024-04-29,480.2,0.84,0,0,
32070,"Townsend, Clark and Graham",India,buttons,0.8413,0.0705,0.042,19.7,82,29/10/2024,11-26-2024,674.0,6.89,1,0,
39804,Baker Inc,Vietnam,fabric,0.7902,0.0286,0.044,14.4,74,12-Apr-2025,04-27-2025,851.5,,1,0,
